date,TAMSAT,CHIRPS,TAMSAT_cumulative,CHIRPS_cumulative
2012-02-01,0.8133333333333332,0.39866666666666667,-1.2445938935095875,-1.2461057915300782
2012-02-16,6.255714285714285,6.115,-0.5796240151523167,-0.6071474541127957
2012-03-01,4.323333333333333,2.908,-0.5926670676057652,-1.0257552712586107
2012-03-16,4.71125,2.8575,-0.4696021151894053,-1.4610163752162237
2012-04-01,9.816,7.974,1.4445623118370192,-0.20901922229136471
2012-04-16,11.282,11.600666666666665,3.8731009647860364,2.2389367458966163
2012-05-01,10.308666666666666,10.712666666666667,5.960126943861935,4.3940586806414945
2012-05-16,8.244375,5.048125,7.3228565872488,4.681195723656063
2012-06-01,2.552,1.8766666666666667,6.688307250904343,3.922487118419798
2012-06-16,3.8280000000000003,4.4639999999999995,6.501466995240123,4.016998395910771
2012-07-01,1.4066666666666667,0.5813333333333333,5.465055485118943,2.8311302358847543
2012-07-16,2.16,1.769375,4.692965428063943,2.037040266341245
2012-08-01,2.722,1.7226666666666666,4.118063853252119,1.2275473805303871
2012-08-16,4.05875,2.50625,4.012186662138812,0.6764552470154658
2012-09-01,3.322,3.9099999999999997,3.647806598618636,0.5882750216601789
2012-09-16,2.2546666666666666,1.3806666666666667,2.908932157789651,-0.33399853919295475
2012-10-01,4.826666666666667,5.974666666666667,3.072493262030863,0.25868234774401755
2012-10-16,6.44125,7.55375,3.8025619053381403,1.3720944752697055
2012-11-01,5.656666666666666,5.362,4.257344433532798,1.762737466760573
2012-11-16,4.924,4.026666666666666,4.4550568051613215,1.7130301812345226
2012-12-01,4.6033333333333335,4.478,4.540257124643976,1.8121582115050041
2012-12-16,4.948125,6.34375,4.746434215372351,2.5265509916588966
2013-01-01,2.612,2.638,4.132937030157058,2.0189057994797057
2013-01-16,2.63,2.350625,3.525755490280515,1.4164935122997135
2013-02-01,2.271333333333333,1.7826666666666668,2.7927288692096313,0.6267867098296063
2013-02-16,1.4915384615384615,0.7038461538461539,1.7860962566258591,-0.5186806355801263
2013-03-01,5.015333333333333,3.8533333333333335,2.015854680528778,-0.6255477174238995
2013-03-16,7.300625,9.592500000000001,3.047451530113155,1.160179033617696
2013-04-01,9.343333333333334,9.715333333333335,4.795771788799826,2.9864122941652163
2013-04-16,9.443333333333333,7.214,6.579178966035105,3.9877857247739064
2013-05-01,6.040000000000001,6.400666666666667,7.168461348666093,4.720947803430205
2013-05-16,2.134375,1.2893750000000002,6.387380268733012,3.7685691671606936
2013-06-01,1.4973333333333334,0.932,5.382780898095903,2.698339671992839
2013-06-16,1.3773333333333333,1.076,4.336077225200464,1.675596776842785
2013-07-01,1.0286666666666666,0.5506666666666666,3.1670371629655456,0.47961572977594047
2013-07-16,1.98,1.840625,2.3317906525230505,-0.2909782658004282
2013-08-01,3.277333333333333,2.506666666666667,1.9517384320511628,-0.8419329959588165
2013-08-16,3.0793749999999998,2.753125,1.5022287324024266,-1.311613640727943
2013-09-01,2.2680000000000002,1.748,0.7680325473799228,-2.1127524024615947
2013-09-16,3.854,4.6593333333333335,0.5903148905383411,-1.953826431427957
2013-10-01,4.294666666666667,3.631333333333333,0.5672135881009586,-2.133902021632506
2013-10-16,4.33625,3.044375,0.5587025959600386,-2.5075377201850744
2013-11-01,6.740666666666667,5.54,1.3938273212216066,-2.0581960147833147
2013-11-16,5.378,5.230666666666666,1.75083430306081,-1.7108625612716448
2013-12-01,3.888,5.299333333333334,1.585046198525755,-1.3408850346033383
2013-12-16,3.548125,2.79125,1.3000064295736187,-1.7979932722496965
2014-01-01,2.868,1.842,0.7763317558427625,-2.5681338367495066
2014-01-16,2.5324999999999998,2.69125,0.1349404703813265,-3.0582188799637815
2014-02-01,2.7666666666666666,2.2479999999999998,-0.42428894747878576,-3.6944736138578484
2014-02-16,3.486923076923077,2.6084615384615386,-0.7308025853311039,-4.211859647066332
2014-03-01,4.959333333333333,5.809333333333333,-0.5206928358154057,-3.673700412001649
2014-03-16,5.3375,4.2375,-0.17789605598838837,-3.6538815991220077
2014-04-01,7.994666666666666,6.069333333333334,1.0972186278727232,-3.0299826695807406
2014-04-16,5.839333333333333,3.969333333333333,1.6160932606161713,-3.09859665696573
2014-05-01,8.722666666666667,7.487333333333334,3.146640711511149,-2.0070866244714
2014-05-16,4.091875,2.145,3.0523860621670686,-2.6773074681004214
2014-06-01,4.180666666666666,3.48,2.989285672584273,-2.9072879573977515
2014-06-16,1.6846666666666665,0.9466666666666668,2.0504157960282225,-3.9726808544156444
2014-07-01,1.1273333333333333,0.7193333333333333,0.9159948267612639,-5.113041022757936
2014-07-16,2.02375,2.074375,0.09609884318378503,-5.806551735319299
2014-08-01,3.771333333333333,3.2013333333333334,-0.11062399965797934,-6.128427589465891
2014-08-16,3.948125,5.588125,-0.2553160944156838,-5.663215796384571
2014-09-01,2.8333333333333335,3.5513333333333335,-0.7911542332433907,-5.869672831043453
2014-09-16,3.4193333333333333,3.997333333333333,-1.121383029376255,-5.929053312869426
2014-10-01,4.018666666666666,3.5439999999999996,-1.2413242270077958,-6.137928646603289
2014-10-16,6.385625,5.66125,-0.5307726821431814,-5.64860256445043
2014-11-01,4.097333333333333,3.19,-0.6231121705164838,-5.974215789894719
2014-11-16,8.644666666666666,6.676666666666667,0.8800674839105792,-5.150037727870969
2014-12-01,3.0606666666666666,3.2733333333333334,0.4239936065833743,-5.448170282008661
2014-12-16,3.51875,3.666875,0.1286470553075843,-5.616525365900946
2015-01-01,0.168,0.09533333333333333,-1.3423744192356866,-6.962660800987039
2015-01-16,1.2618749999999999,1.23125,-2.4295888635053724,-7.934207205492902
2015-02-01,1.8253333333333333,0.9946666666666667,-3.3191031413030476,-8.983771235838194
2015-02-16,2.6938461538461542,2.2399999999999998,-3.9038830331831718,-9.622664114177695
2015-03-01,2.086,1.6540000000000001,-4.701937409964142,-10.45480107314519
2015-03-16,7.2625,7.785,-3.6837174480764214,-9.265130082743694
2015-04-01,11.264666666666667,10.629999999999999,-1.2612605276758297,-7.13726897393496
2015-04-16,13.087333333333333,11.120666666666667,1.8007139614707226,-4.84760167247298
2015-05-01,7.312,8.889999999999999,2.836301948040004,-3.2935369805460013
2015-05-16,5.990625,4.910625,3.4082601646376167,-3.051743045187319
2015-06-01,4.104666666666667,4.4639999999999995,3.318493716957879,-2.9572317676963458
2015-06-16,3.7993333333333337,2.9853333333333336,3.121595211309725,-3.3503375218696383
2015-07-01,0.19733333333333333,0.24933333333333335,1.6608658995407122,-4.645688676381139
2015-07-16,2.340625,1.4893750000000001,0.9521515891141349,-5.532113701514817
2015-08-01,1.5326666666666666,1.2733333333333334,-0.04005040363579948,-6.489782367010847
2015-08-16,1.26875,0.928125,-1.1248526222552684,-7.5612897133944585
2015-09-01,1.964,2.860666666666667,-1.9657130396655405,-7.99550655184242
2015-09-16,2.6406666666666667,2.860666666666667,-2.569151974896899,-8.429723390290382
2015-10-01,4.599333333333333,4.026666666666666,-2.4853551321561893,-8.479430675816433
2015-10-16,8.0325,8.8725,-1.1969658974441875,-6.931136924863839
2015-11-01,9.136666666666667,10.127333333333333,0.47884139624202704,-4.969039225376502
2015-11-16,5.155333333333333,7.046666666666667,0.7577215061129967,-4.022846982751459
2015-12-01,4.738,5.986000000000001,0.8901722092411094,-3.4264287245167893
2015-12-16,3.51125,4.326875,0.5921941390741738,-3.377136891660822
2016-01-01,4.050666666666666,3.9833333333333334,0.48348075537818763,-3.441134126266303
2016-01-16,3.32875,3.368125,0.12146905886004256,-3.70800741679274
2016-02-01,0.6993333333333334,0.8746666666666666,-1.1631239217949583,-4.797143613819534
2016-02-16,1.9985714285714287,2.1928571428571426,-1.991854290221283,-5.451582700498196
2016-03-01,4.8886666666666665,4.738666666666666,-1.8065392964799345,-5.266495130380678
2016-03-16,5.891249999999999,4.461875,-1.2694487051900007,-5.172684610008023
2016-04-01,10.358,10.44,0.8348868203698792,-3.107479431778332
2016-04-16,10.754666666666669,10.741999999999999,3.078400456172571,-0.9426843007335313
2016-05-01,7.182666666666666,7.810666666666666,4.068609361418986,0.2554507364303964
2016-05-16,2.403125,1.8375,3.3818243750852885,-0.5161737843199697
2016-06-01,1.5893333333333333,0.8206666666666667,2.4095049695128985,-1.6231174563534383
2016-06-16,3.366,2.7353333333333336,2.0605631501541097,-2.098665224446523
2016-07-01,0.6053333333333334,0.3653333333333333,0.7429884660634176,-3.3557632844992407
2016-07-16,1.811875,1.21125,-0.15124792618892446,-4.333905050118687
