date,oniTOTAL,oniANOM,ninoNINO1+2,ninoANOM,ninoNINO3,ninoANOM.1,ninoNINO4,ninoANOM.2,ninoNINO3.4,ninoANOM.3,mjo20E,mjo70E,mjo80E,mjo100E,mjo120E,mjo140E,mjo160E,mjo120W,mjo40W,mjo10W,soi_anom,soi_sd,wtio,setio,dmi
2012-02-01,29.312666666666665,2.0313333333333334,24.64266666666667,4.514333333333333,28.26033333333334,3.4030000000000005,29.599666666666664,0.9109999999999998,29.514666666666674,2.7806666666666664,-1.4133333333333333,-0.7766666666666667,0.47000000000000003,1.4366666666666668,1.4866666666666666,1.4633333333333332,1.0466666666666666,0.16333333333333333,-1.0433333333333332,-1.57,-2.8633333333333333,-1.7466666666666668,0.5193333333333333,0.8786666666666665,-0.3593333333333334
2012-02-16,26.22,-0.56,25.95,-0.15,26.13,-0.25,27.47,-0.63,26.18,-0.55,0.3866666666666667,-0.5333333333333333,-1.4433333333333334,-1.4333333333333333,-1.3133333333333332,-0.6366666666666667,0.15666666666666665,1.0466666666666666,1.5666666666666667,1.1433333333333333,0.8,0.5,-0.22,-0.14,-0.08
2012-03-01,26.505,-0.5,26.235,-0.11499999999999999,26.585,-0.185,27.509999999999998,-0.655,26.485,-0.495,2.233333333333333,1.9066666666666665,0.4666666666666666,-1.3333333333333333,-1.7366666666666666,-2.236666666666667,-2.1366666666666667,-1.3033333333333335,0.47333333333333333,1.8333333333333333,1.0,0.6,-0.34,-0.395,0.05500000000000001
2012-03-16,26.79,-0.44,26.52,-0.08,27.04,-0.12,27.55,-0.68,26.79,-0.44,-0.23666666666666666,0.6,1.3733333333333333,1.2833333333333334,1.1066666666666667,0.43333333333333335,-0.3,-1.09,-1.4566666666666668,-0.9733333333333333,1.2,0.7,-0.46,-0.65,0.19
2012-04-01,27.04,-0.395,26.535,0.36999999999999994,27.265,-0.105,27.765,-0.605,27.04,-0.475,-1.1933333333333334,-0.8333333333333334,0.09999999999999994,0.9900000000000001,1.03,1.1866666666666668,1.0066666666666666,0.4266666666666667,-0.5533333333333333,-1.1466666666666667,0.3999999999999999,0.19999999999999996,-0.36,-0.235,-0.125
2012-04-16,27.29,-0.35,26.55,0.82,27.49,-0.09,27.98,-0.53,27.29,-0.51,0.7033333333333335,0.6766666666666667,0.2866666666666667,-0.31,-0.4533333333333333,-0.6866666666666666,-0.7233333333333333,-0.5266666666666667,0.016666666666666646,0.5033333333333333,-0.4,-0.3,-0.26,0.18,-0.44
2012-05-01,27.455,-0.265,25.985,0.815,27.375,-0.01999999999999999,28.175,-0.475,27.490000000000002,-0.35,0.2966666666666667,0.8766666666666666,1.1733333333333333,0.7066666666666667,0.49666666666666665,-0.14333333333333334,-0.7000000000000001,-1.1366666666666667,-1.04,-0.36666666666666664,-0.15000000000000002,-0.15,-0.175,0.39,-0.565
2012-05-16,27.62,-0.18,25.42,0.81,27.26,0.05,28.37,-0.42,27.69,-0.19,0.15333333333333332,0.4533333333333333,0.5933333333333334,0.35000000000000003,0.3166666666666667,-0.06,-0.37333333333333335,-0.6166666666666667,-0.5633333333333334,-0.19999999999999998,0.1,0.0,-0.09,0.6,-0.69
2012-06-01,27.64,-0.075,24.955,1.06,27.225,0.3,28.435000000000002,-0.38,27.82,0.024999999999999994,0.6166666666666666,1.0766666666666664,1.0833333333333333,0.38666666666666666,0.18000000000000002,-0.48333333333333334,-0.9633333333333334,-1.22,-0.8433333333333333,-0.030000000000000027,-0.29999999999999993,-0.2,0.015,0.36,-0.345
2012-06-16,27.66,0.03,24.49,1.31,27.19,0.55,28.5,-0.34,27.95,0.24,-0.69,-0.7533333333333333,-0.45999999999999996,0.16666666666666666,0.45999999999999996,0.6699999999999999,0.7266666666666667,0.5833333333333334,0.08,-0.43333333333333335,-0.7,-0.4,0.12,0.12,0.0
