date,rainfall,rainfall_ssd,rainfall_ceq,rainfall_eeq,rainfall_jon,rainfall_lak,rainfall_nbg,rainfall_uni,rainfall_upn,rainfall_war,rainfall_wbg,rainfall_weq,rainfall_aby
2012-02-01,33898.58203125,0.0517529632753341,0.0111555233269969,0.0,0.0,0.0002454162007706,0.0,0.0,0.0,0.0,0.0003389755991398,0.4115815013976961,0.0
2012-02-16,206102.3125,0.2407404478255351,0.3758545506223073,0.5001369685535443,0.2732649507952367,0.1346972269342866,0.0,0.0025759676499882,0.0062073249689733,0.007267919975488,0.0271913192327167,0.7547820575056595,0.0
2012-03-01,468736.71875,0.620974103544031,1.024216363633773,0.6055803677277531,0.5845025302985996,0.8491269418290905,0.0,0.2488009008111558,0.0690121441135196,0.2643265176794537,0.2143911291467464,2.0120998821182443,0.0015249279818083
2012-03-16,59721.1328125,0.0353247605571369,0.1906061272268002,0.0315280751398476,0.0414543396029807,0.0005743038111998,0.0,0.0016672974972966,0.0018148805308981,0.0004080891772806,0.0,0.0867146838904575,0.0
2012-04-01,1459364.875,1.8977935326386437,4.50829137602863,3.518746062418708,1.5399383823553303,2.6404003270299192,0.2807602068503208,0.4863209947322822,0.4208621798248975,1.1008326113436728,0.9256735082799724,3.5706856684552175,0.2398884542353618
2012-04-16,1895343.875,2.315702761731399,4.360431412272903,3.721579130988511,2.328896680150762,3.019074966414682,0.6962935202660644,1.265705603026375,0.7728229030965427,1.7965866687825969,1.6359425025959418,3.4644259752604656,0.0477996164782636
2012-05-01,3774621.25,4.243818532483855,5.243590647723905,3.802540459706265,4.780293522760503,5.0634260866842755,2.1026129117853607,3.2152309545382396,3.0280596239319513,3.5358161199560803,3.5824995673430537,6.8094403899791125,1.3872098017044927
2012-05-16,3696649.5,3.9147794113094463,4.137630288472498,3.406888269225558,4.233270532784222,4.058767546905597,3.436666304226386,3.038173386616756,2.721933391445394,3.382274653444963,4.60053493975252,5.100651711005216,2.465252142242582
2012-06-01,4116538.5,4.4621039743423045,5.445802417424605,2.833015857020919,3.039853218312376,4.777986816339542,5.068257812749385,3.775732206158567,2.8639533203698737,5.168978177326379,6.314786321550643,6.737960114067015,3.723570045809692
2012-06-16,5463243.0,5.847734829206679,6.0893092217739175,4.465584692716237,5.146866978587907,6.809271682453663,6.367913960002554,5.979240793894341,4.348106009808805,6.822634161405435,6.789442764894216,7.167311576801371,6.3792888452237
