State,County,Payam,HF_Boma_ID,Health Facility,Latitude,Longitude
Upper Nile State,Longochuk County,Malual Payam,jRgm2pE2sAq,Watber PHCC,8.935504,33.571460
Upper Nile State,Longochuk County,Pamach Payam,myWKBemERCv,Belwang PHCU,6.207802,31.555724
Upper Nile State,Longochuk County,Pamach Payam,VI9x549pcRd,Pamac PHCU,8.877807,33.606631
Upper Nile State,Longochuk County,Wudier Payam,lVlAK0jRQIL,Wudier PHCC,9.311430,33.684745
Upper Nile State,Luakpiny/Nasir County,Dingkar Payam,JhTLpDCdqJ3,Dingkar PHCU,8.451540,33.015191
Upper Nile State,Luakpiny/Nasir County,Dingkar Payam,oZVXebbILEy,Lual Yak PHCU,8.770100,32.976850
Upper Nile State,Luakpiny/Nasir County,Jikmir Payam,xBAqaWmzlZQ,Jikmir PHCC,8.453270,33.189260
Upper Nile State,Luakpiny/Nasir County,Kiech Kuon Payam,fYqaNC8Kpe3,Dhekdhek PHCU,8.652000,33.086000
Upper Nile State,Luakpiny/Nasir County,Kiech Kuon Payam,A9lfvCPxKdn,Kierwan PHCU,8.782240,33.040300
Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,wHhrswCEKpy,Kierwanding PHCU,8.892050,30.737180
Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,pU7QlLLLcg5,Malek PHCU,6.067750,31.605400
Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,Gmfp0R1IMnC,Mandeng PHCU,9.386750,30.837750
Upper Nile State,Luakpiny/Nasir County,Kuerenge-ke Payam,xqJ6BUuoICq,Wanding PHCU,8.784750,33.040650
Upper Nile State,Luakpiny/Nasir County,Mading Payam,rKt06B3rC0S,Mading PHCC,8.773290,33.321920
Upper Nile State,Luakpiny/Nasir County,Maker Payam,GucHASSPjIt,Gurnyang PHCU,8.696350,33.394570
Upper Nile State,Luakpiny/Nasir County,Nasir Payam,Fb5xo3iyUr0,Nasir Hospital,8.616950,33.074120
Upper Nile State,Luakpiny/Nasir County,Roam Payam,qOlrEij0IwQ,Gaireng PHCU,8.898660,33.028600
Upper Nile State,Luakpiny/Nasir County,Roam Payam,h57RNt5tUit,Homkor PHCU,8.715080,33.085930
Upper Nile State,Maban County,Banashowa Payam,yxAiV4SM6aU,Bougaya PHCU,9.663500,33.532360
Upper Nile State,Maban County,Banashowa Payam,Z75fKuupjAa,Dangaji PHCU,9.926920,33.654860
Upper Nile State,Maban County,Bunj Payam,GrQg9hubq1U,Bunj Hospital,9.958670,33.711200
Upper Nile State,Maban County,Bunj Payam,tDKAzEPoKWZ,Bunj RI PHCC,9.958410,33.711720
Upper Nile State,Maban County,Bunj Payam,ZFJZj9NsrJk,Gasm Allah PHCU,9.967150,33.806480
Upper Nile State,Maban County,Bunj Payam,ysQut59Vxnq,Shatta PHCU,9.958560,33.929500
Upper Nile State,Maban County,Bunj Payam,nCAJrAZ7elU,Thougji PHCU,9.959548,33.699463
Upper Nile State,Maban County,Jinkuata Payam,A11fPGbAf0r,Gandrassa PHCC,9.985411,33.612876
Upper Nile State,Maban County,Jinkuata Payam,uI63V6eQ6Fw,Gentil PHCC,9.988472,33.589026
Upper Nile State,Maban County,Jinkuata Payam,BF3n7mziofJ,Kaya PHCC,10.102936,33.575022
Upper Nile State,Maban County,Jinkuata Payam,g5XHHayrqVD,Kaya PHCU,10.098455,33.590723
Upper Nile State,Maban County,Jinkuata Payam,GKeN9k2vLFL,Poumki PHCU,10.254628,33.561840
Upper Nile State,Maban County,Jinkuata Payam,FXqli6bmcXr,Yusuf Batil PHCC,9.976237,33.579057
Upper Nile State,Maban County,Jinkuata Payam,aniRaOinHpr,Yusuf Batil PHCU,9.974581,33.570377
Upper Nile State,Maban County,Jinmakda Payam,aBrVonWSggt,Jamam PHCU,10.143910,33.228260
Upper Nile State,Maban County,Khor El Amer Payam,hBzx4H2ir2Z,Benamayo PHCC,9.992819,33.758056
Upper Nile State,Maban County,Khor El Amer Payam,lVunYpHrpzM,Doro Extension PHCU,10.011248,33.768137
Upper Nile State,Maban County,Khor El Amer Payam,rPjmRMRNTOm,Doro PHCC,9.983385,33.758965
Upper Nile State,Maban County,Khor El Amer Payam,NIn2348YFt5,Mayak PHCU,9.983053,33.744339
Upper Nile State,Maban County,Khor El Amer Payam,UlV8PXb7AqP,Nilla PHCU,9.958700,33.928650
Upper Nile State,Maiwut County,Jekow Payam,yiyrucTrB1Z,Turuw PHCU,8.499890,33.441380
Upper Nile State,Maiwut County,Jotome Payam,umn7o95o6e0,Jotome PHCU,8.639580,33.833400
Upper Nile State,Maiwut County,Jotome Payam,PnPPbsMRxQ2,Wunkir PHCU,9.406880,31.469800
Upper Nile State,Maiwut County,Kigile Payam,y20mrF2xeQv,Nyetok PHCU,8.543660,33.825800
Upper Nile State,Maiwut County,Olang Payam,a6gzTsixFLv,Malek PHCU,6.067750,31.605400
Upper Nile State,Maiwut County,Olang Payam,PlPti9pF5vs,Uleng PHCU,8.712200,33.727480
Upper Nile State,Maiwut County,Pagak Payam (Maiwut),xmJmoE4dnWk,Pagak PHCC,8.473280,33.020480
Upper Nile State,Maiwut County,Pagak Payam (Maiwut),xwWCAXFtlVk,Pinythor PHCU,8.724480,33.853320
Upper Nile State,Malakal County,Central Malakal Payam,QjlA8Qc4L28,Malakal Teaching Hospital,9.529050,31.651830
Upper Nile State,Malakal County,Ogot Payam,IHsj4wP9pAl,Wau Shilluk PHCU,9.572823,31.675377
Upper Nile State,Malakal County,Southern Malakal Payam,waIwEEHQd8M,Assossa PHCU,9.515500,31.667500
Upper Nile State,Malakal County,Southern Malakal Payam,XXtSlGxZ64h,Bam PHCU,9.503360,31.659230
Upper Nile State,Manyo County,Athidwoi Payam,DuQY34mxrC0,Athidwoi PHCU,10.250530,32.242060
Upper Nile State,Manyo County,Athidwoi Payam,nYJ2uVg2OrC,Ogon PHCU,10.131340,32.270050
Upper Nile State,Manyo County,Kaka Payam,UmkdBLsmzzv,Kaka PHCC,10.579200,32.157220
Upper Nile State,Manyo County,Kaka Payam,BJkQ9ZT1YPj,Thorgwang PHCU,11.000970,32.642440
Upper Nile State,Manyo County,Kwoj Payam,gAAFeXahUXI,Aweth PHCC,10.341080,32.223130
Upper Nile State,Manyo County,Wadakona Payam,IV0Pej0l60h,Wadakona PHCC,11.608230,32.728220
Upper Nile State,Melut County,Bimachuk Payam,ZRZlKic6IjU,Pariak PHCU,12.169460,32.785540
Upper Nile State,Melut County,Galdora Payam,b0FiyAiNvKj,Galdora PHCC,10.271680,32.463440
Upper Nile State,Melut County,Melut Payam,i4sZ34vttpt,Melut Civil Hospital,10.444450,32.200680
Upper Nile State,Melut County,Paloch Payam (Melut),MA5EbT5GcAZ,Paloch PHCC,10.465590,32.548160
Upper Nile State,Melut County,Panomdit Payam,rg2yeyxbDRF,Panomdit PHCU,10.240759,32.719678
Upper Nile State,Melut County,Wunamum Payam,C1GKUSwzLtT,Wanamum PHCU,10.169790,32.812950
Upper Nile State,Panyikang County,Dheteim Payam,VlHTlgFViXR,Oweci PHCC,9.433580,31.575750
Upper Nile State,Panyikang County,Panyikang Payam,m7KX5o2sDqp,Nakdiar PHCU,9.361600,31.318380
Upper Nile State,Panyikang County,Panyikang Payam,IVo4A2zThZy,Pakwar PHCU,9.376120,31.397560
Upper Nile State,Panyikang County,Tonga Payam,ieBz4t3VHlq,Nyibodo PHCU,9.487220,31.009240
Upper Nile State,Renk County,North Renk Payam,HvuVxV83ls4,Abukadhra PHCU,11.830290,32.800060
Upper Nile State,Renk County,Geger Payam,zNRjNixiN2r,Alaka PHCU,12.169470,32.785530
Upper Nile State,Renk County,Chemmedi Payam,NI0BM5v04KQ,Chemmedi PHCC,11.516280,32.970730
Upper Nile State,Renk County,North Renk Payam,LE7GinYcCaJ,ECS PHCC,11.748330,32.806944
Upper Nile State,Renk County,Geger Payam,rStaVI7Q972,Gerger PHCC,11.990121,32.758880
Upper Nile State,Renk County,Jalhak Payam,B4JZRTrsm6l,Jalhak PHCC,11.232000,32.413900
Upper Nile State,Renk County,Geger Payam,IeSzQOXS8E8,Jerbana PHCC,12.038270,33.028850
Upper Nile State,Renk County,Jalhak Payam,Jy6Sf84nHn4,Molbuk PHCU,11.156510,32.679560
Upper Nile State,Renk County,North Renk Payam,ogYBD3SCt5Q,Renk Hospital,11.749120,32.799890
Upper Nile State,Renk County,Geger Payam,sNsOjcBKjed,Romale PHCU,12.076000,32.782170
Upper Nile State,Ulang County,Doma Payam,eMYPDAX1PCA,Doma PHCU,8.881500,32.572860
Upper Nile State,Ulang County,Doma Payam,l8svCcsn6gy,Ying PHCU,8.794920,33.596090
Upper Nile State,Ulang County,Kurmuot Payam,QgdOMTycPiQ,Kuich PHCC,8.602900,32.905870
Upper Nile State,Ulang County,Ulang Payam,CKURGrJCb3r,Dura PHCU,8.796010,32.699810
Upper Nile State,Ulang County,Ulang Payam,JP83EwQqpnr,Ulang PHCC,8.655390,32.721710
Upper Nile State,Ulang County,Yomding Payam,CI04syitJIF,Bimbim PHCU,8.781450,32.849200
Upper Nile State,Ulang County,Yomding Payam,xEG2PqoGWkW,Rup Board PHCC,8.669270,32.791260
Upper Nile State,Ulang County,Yomding Payam,zzZPDtQYTnW,Yomding PHCC,8.635620,32.838520
Warrap State,Gogrial East County,Nyang Payam,OGcXHoaC8LJ,Awut-Wut PHCU,8.593850,28.614320
Warrap State,Gogrial East County,Pathuon East Payam,S0fk4srRas9,Mayom-Bioung PHCU,8.234180,28.594030
Warrap State,Gogrial East County,Pathuon East Payam,IHkvw27OAgp,Yiik Adoor PHCU,8.247210,28.463530
Warrap State,Gogrial East County,Pathuon West Payam,p0h0uXIRAcy,Luonyaker County Hospital,8.229630,28.389750
Warrap State,Gogrial East County,Pathuon West Payam,l8G9kX8vyLt,Matiel PHCU,8.145110,28.228590
Warrap State,Gogrial East County,Toch East Payam,fC5wLjkGYG6,Lietnhom DTC PHCC,8.597590,28.472600
Warrap State,Gogrial East County,Toch East Payam,vLKAH1Ih4TS,Maliai PHCU,8.393220,28.540960
Warrap State,Gogrial East County,Toch North Payam,RI4pL5KdgcB,Ajogo PHCU,8.707150,28.425200
Warrap State,Gogrial East County,Toch North Payam,x9Zmp3tu9GT,Majak-Nyuom PHCC,8.725790,28.530700
Warrap State,Gogrial East County,Toch North Payam,V2CHXq3kllK,Mayom Chol PHCC,8.410540,28.405090
Warrap State,Gogrial East County,Toch West Payam,Tz7Sumyf2AN,Panacier PHCU,8.615566,28.361063
Warrap State,Gogrial East County,Toch West Payam,pxdH2ujNJbh,Pinydit PHCU,8.415570,28.344490
Warrap State,Gogrial West County,Akon North Payam,ejDm2lpR0vZ,Mayen PHCU,9.016530,27.923040
Warrap State,Gogrial West County,Akon South Payam,S4vRB5yyt5Z,Akon PHCC,8.887348,27.956950
Warrap State,Gogrial West County,Alek North Payam,sx7C5QU6jmH,Mayom PHCU,8.682773,28.273060
Warrap State,Gogrial West County,Alek South Payam,jLqTCTSrnzC,Alek PHCC,8.663940,28.148560
Warrap State,Gogrial West County,Alek South Payam,Qt4QMurxKzA,Atuk Kuel PHCU,8.644060,27.995940
Warrap State,Gogrial West County,Alek West Payam,a1Hzc1llmC2,Keet PHCU,8.818480,28.070930
Warrap State,Gogrial West County,Gogrial Payam,tSWDBLVbvD9,Gogrial PHCC,8.526830,28.100140
Warrap State,Gogrial West County,Gogrial Payam,VqC22aauvfj,Maluil Ajak PHCU,8.528840,27.976120
Warrap State,Gogrial West County,Kuac North Payam,dtpHLfGplRU,Ajiep PHCU,8.265550,28.089420
Warrap State,Gogrial West County,Kuac North Payam,Qf6zm1BRggO,Kuajok State Hospital,8.299999,28.000000
Warrap State,Gogrial West County,Kuac North Payam,wa1mLQFs5SL,Mayen Gumel PHCC,8.452760,28.120064
Warrap State,Gogrial West County,Kuac South Payam,Zp0hpzYQ6H7,Magai PHCU,8.104390,28.008180
Warrap State,Gogrial West County,Kuac South Payam,klPqO70g4yp,Thurnyior PHCU,8.144920,28.131950
Warrap State,Gogrial West County,Riau Payam,hqEaB6qcg4j,Pakor PHCU,8.934770,28.117810
Warrap State,Gogrial West County,Riau Payam,addukZNoG2A,Panliet PHCU,8.842370,28.255390
Warrap State,Tonj East County,Ananatak Payam,E3FdtjrTim8,Ananatak PHCU,7.732197,29.025414
Warrap State,Tonj East County,Ananatak Payam,TtXEt2gkngj,Ngapagok PHCC,7.845950,29.094910
Warrap State,Tonj East County,Makuac Payam,XNfj0Fqq95Z,Makuac PHCU,7.987470,29.476800
Warrap State,Tonj East County,Malualcum Payam,pPkqNBJ1BNI,Kacuat PHCU,7.946780,29.179350
Warrap State,Tonj East County,Mayen Payam (Tonj E),lb1GmAU1t2z,Mayen Ador PHCU,7.838167,29.272500
Warrap State,Tonj East County,Palal Payam,rZKywCoHgAl,Palal PHCU,7.716860,28.940120
Warrap State,Tonj East County,Paliang Payam,pdogG0c92U7,Paliang PHCU,7.977570,29.315420
Warrap State,Tonj East County,Paliang Payam,YWBIeYJ1atN,Rumabuth PHCC,7.971667,29.285000
Warrap State,Tonj East County,Paliang Payam,NxS5CPHZBFT,Wuncuai PHCU,8.016390,29.447620
Warrap State,Tonj East County,Paweng Payam,Q7XZjYMLj5k,Kuelcuk PHCU,8.049480,29.307990
Warrap State,Tonj East County,Paweng Payam,qVl0vZgpPq2,Paweng PHCC,8.059667,29.422667
Warrap State,Tonj East County,Wun-liit Payam,qJGiZ9u7fkr,Wunlit PHCU,7.842170,29.231520
Warrap State,Tonj North County,Akop Payam,s0leue3HW4m,Akop PHCC,8.358470,29.164670
Warrap State,Tonj North County,Alabek Payam,Ah1x8SkuSkw,Alabek PHCC,8.534580,28.927010
Warrap State,Tonj North County,Aliek Payam,H3MZblF6T8s,Aliek PHCC,8.395270,28.687300
Warrap State,Tonj North County,Awuul Payam,rlquGk9djSB,Aporlang PHCU,8.145270,28.540360
Warrap State,Tonj North County,Awuul Payam,YMXMtIfnwpY,Awul  PHCC,8.188810,28.735990
Warrap State,Tonj North County,Awuul Payam,szgFQSlc7bN,Pagakdit PHCU,7.992540,28.497900
Warrap State,Tonj North County,Kirik Payam,rbZBl5Hxa1J,Kirrik PHCU,7.885460,28.816180
Warrap State,Tonj North County,Manloor Payam,d552iEbuKQv,Fareksika PHCU,7.900386,28.442147
Warrap State,Tonj North County,Manloor Payam,cTvRyidgzMz,Pankot PHCU,8.122323,28.393121
Warrap State,Tonj North County,Marial Lou Payam,jv97UwyWs5z,Marial Lou Hospital,8.042810,29.189860
Warrap State,Tonj North County,Pagol Payam,ADZgBWUbzQE,Lurchuk PHCU,7.831180,28.447260
Warrap State,Tonj North County,Pagol Payam,Vtff47l1nks,Pagol PHCU,7.699880,28.580200
Warrap State,Tonj North County,Rual-bet Payam,BIPdEQWSeKv,Rualbet PHCU,8.117060,28.941490
Warrap State,Tonj North County,Warrap Payam,SVYqkXq6CGj,Warrap  PHCC,8.089530,28.638080
Warrap State,Tonj South County,Jak Payam,PZRbdd0crdE,Jak PHCU,7.666490,28.701490
Warrap State,Tonj South County,Manyang-ngok Payam,PFwjp6jgmwF,Manyiel-Thonny PHCU,7.388180,28.978010
Warrap State,Tonj South County,Thiet Payam,QqHz9rA5ATb,Panakdit PHCU,7.698090,28.770100
Warrap State,Tonj South County,Thiet Payam,RLcNB5rF4hT,Thiet PHCC,7.608180,28.810460
Warrap State,Tonj South County,Tonj Payam,iVDca1azU0U,Aguka PHCU,6.979930,28.716260
Warrap State,Tonj South County,Tonj Payam,BaXMf7nWDQW,Malual Muok PHCU,7.399400,28.741020
Warrap State,Tonj South County,Tonj Payam,OhN8r0I6FBh,Tonj Hospital,7.276700,28.679840
Warrap State,Tonj South County,Wath-alel Payam,J1p1OP60EB9,Mabior yar PHCU,7.481790,28.784370
Warrap State,Tonj South County,Wath-alel Payam,VlNxj1Wik6s,Pawel PHCU,7.563070,28.724350
Warrap State,Tonj South County,Wath-alel Payam,gSgrKIxskhE,Wanh Alel PHCU,7.484150,28.848590
Warrap State,Twic County,Ajak-kuac Payam,va2drGChNwX,Ajak Kuach PHCC,9.290880,28.709910
Warrap State,Twic County,Ajak-kuac Payam,KqBFza5BZ9c,Molbang PHCU,9.252900,28.682950
Warrap State,Twic County,Akoc Payam,B4krw4JvBS5,Akoc PHCC,9.143660,28.021440
Warrap State,Twic County,Akoc Payam,RCufUMCHolU,Toch Noon PHCC,9.088580,27.984560
Warrap State,Twic County,Akoc Payam,YTTHjckEyuK,Yiik Thon PHCC,9.235830,28.053950
Warrap State,Twic County,Aweeng Payam,eUnWPSTJ6c3,Aweng PHCC,9.098780,28.559530
Warrap State,Twic County,Aweeng Payam,XTUQhh6GaXv,Majook Noon PHCC,9.203290,28.589580
Warrap State,Twic County,Aweeng Payam,YfrXqbAp56b,Maper Centre PHCC,9.1054647,28.4979675
Warrap State,Twic County,Aweeng Payam,Rnsx0bpkyOn,Marial Maper PHCC,9.169030,28.512940
Warrap State,Twic County,Pannyok Payam,EdzYa0louw8,Akak PHCC,9.068700,28.114430
Warrap State,Twic County,Pannyok Payam,FCLyEsv6gk2,Majak Pagai PHCC,9.170190,28.226640
Warrap State,Twic County,Pannyok Payam,wfF3S919gtL,Pan-Nyok PHCC,9.084830,28.206810
Warrap State,Twic County,Pannyok Payam,NdyDgBjhVmW,Tuele PHCC,8.997184,28.211872
Warrap State,Twic County,Turalei Payam,LHFjS8N3ygJ,Anyiel Kuac PHCC,9.259940,28.538500
Warrap State,Twic County,Turalei Payam,E9ziQb9wpco,Magak PHCC,8.896660,28.347310
Warrap State,Twic County,Turalei Payam,RDg3Ze9T5UI,Mother Theresa General Hospital,9.094880,28.424330
Warrap State,Twic County,Turalei Payam,xpDp9OiWlDE,Turalei PHCC,9.095520,28.430200
Warrap State,Twic County,Wunrok Payam,DlCtTmwSpN1,Malou-Hol PHCU,9.134450,28.269070
Warrap State,Twic County,Wunrok Payam,HE5aAdVFnfs,Mayen Abun PHCC,9.162510,28.362250
Warrap State,Twic County,Wunrok Payam,Qmdx9gmBVl3,Wunrok PHCC,8.992800,28.291560
Western Bahr El Ghazal State,Jur River County,Kangi Payam,auSGD5IEa82,Alelthony PHCC,8.277670,27.855170
Western Bahr El Ghazal State,Jur River County,Kangi Payam,MQ8o8zEwqJi,Kangi PHCC,8.145230,27.658920
Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,MLNC5QWCwYG,Kuajena PHCC,7.508040,28.269750
Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,SIXPkACzFsl,Mapel PHCC,7.296000,28.439210
Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,LJMiptL2keU,Mbili PHCU,7.518990,28.196230
Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,I2SO4YQzs7c,Achong Chong PHCC,7.929340,28.174470
Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,iFnWicpMxZI,Marial Bai PHCC,7.890630,27.978410
Western Bahr El Ghazal State,Jur River County,Rocrocdong Payam,YrUWKzUdnMn,East Bank PHCC,7.707520,28.025150
Western Bahr El Ghazal State,Jur River County,Rocrocdong Payam,brILqFGZoDP,RocRoc Dong PHCU,7.782180,28.112940
Western Bahr El Ghazal State,Jur River County,Udici Payam,UTPeD2nj0PI,Udici County Hospital,8.069780,27.722190
Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,Krixhp36YCK,Nyinakok PHCU,7.923250,28.033790
Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,J1de0sxsq6z,Tharkueng PHCC,8.011160,27.998720
Western Bahr El Ghazal State,Raga County,Ere Payam,huzchVHtg6w,Timsah PHCC,9.549470,25.480840
Western Bahr El Ghazal State,Raga County,Raga Payam,vEq8auHPs1h,Deleba PHCU,8.789980,26.048380
Western Bahr El Ghazal State,Raga County,Raga Payam,XSSl9KzeEQA,Raja Hospital,8.469250,25.676620
Western Bahr El Ghazal State,Raga County,Ringi Payam,sSc3lnlsVlk,Boro Medina PHCC,8.464070,24.815830
Western Bahr El Ghazal State,Raga County,Ringi Payam,vO0Dp1ALXPP,Katta PHCU,8.440571,25.003206
Western Bahr El Ghazal State,Raga County,Ringi Payam,xi0VTQx5s0c,Menamba PHCU,8.484130,25.197230
Western Bahr El Ghazal State,Raga County,Uyujuku Payam,o7Cn1xEGbTP,Abul PHCU,7.431833,26.415540
Western Bahr El Ghazal State,Raga County,Uyujuku Payam,yHwWdVdIvVH,Deim Zubeir PHCC,7.714580,26.195930
Western Bahr El Ghazal State,Raga County,Uyujuku Payam,G8uroz3XS4b,Kuru PHCC,7.718580,26.497020
Western Bahr El Ghazal State,Raga County,Uyujuku Payam,bnOu74tWf33,Mangayat PHCU,8.223190,25.860010
Western Bahr El Ghazal State,Raga County,Uyujuku Payam,d3sKmSPJFvl,Sopo PHCU,8.025440,26.044280
Western Bahr El Ghazal State,Wau County,Wau North Payam,fkIY4lnxM6i,Hai Dinka PHCC,7.714710,27.998800
Western Bahr El Ghazal State,Wau County,Wau North Payam,hTHoG3R84X7,Lokoloko PHCC,7.695510,27.975220
Western Bahr El Ghazal State,Wau County,Wau North Payam,YBFjtVr7chL,Muktah PHCC,7.706660,27.994380
Western Bahr El Ghazal State,Wau County,Wau North Payam,NU5h0UydOYO,Wau Sika Hadid PHCC,7.713940,27.987820
Western Bahr El Ghazal State,Wau County,Wau South Payam,PJ3KBk7GGM3,Agok PHCC,7.627767,28.023897
Western Bahr El Ghazal State,Wau County,Wau South Payam,iqMdqcRIxHQ,Aljazeira PHCC,7.686375,27.977669
Western Bahr El Ghazal State,Wau County,Wau South Payam,T2LTbCrTWmb,Bazia Jedid PHCC,7.678690,27.994170
Western Bahr El Ghazal State,Wau County,Wau South Payam,ZdlmjsxZMzR,Wau Teaching Hospital,7.697020,28.004460
Western Equatoria State,Ezo County,Andari Payam,uCzbAidUUpq,Andari PHCU,4.947280,27.725400
Western Equatoria State,Ezo County,Andari Payam,ETuFaKyE0Fs,Bafuka PHCU,4.978220,27.780400
Western Equatoria State,Ezo County,Andari Payam,TqPyprm5WDp,Bangangai PHCU,4.918405,27.716547
Western Equatoria State,Ezo County,Andari Payam,QjcNAnIwCT0,Baragu PHCU,4.982557,27.688099
Western Equatoria State,Ezo County,Bagidi Payam,X4zRNGDnnw0,Bagidi PHCU,5.182610,27.669910
Western Equatoria State,Ezo County,Bagidi Payam,sQBcJrZVUsg,Moso PHCU,5.201241,27.926925
Western Equatoria State,Ezo County,Bariguna Payam,L40EIDhNdKF,Bambaraze PHCU,5.174159,27.393533
Western Equatoria State,Ezo County,Bariguna Payam,p1uEYiw9oNb,Banduguyo PHCU,5.177448,27.442381
Western Equatoria State,Ezo County,Bariguna Payam,CUHlDFAzpSk,Bariabande PHCU,4.982395,27.688003
Western Equatoria State,Ezo County,Bariguna Payam,SIM6UyPDaOC,Bariguna PHCU,5.318322,27.273820
Western Equatoria State,Ezo County,Ezo Centre Payam,CEW91p8bua2,Baikpa PHCU,5.095350,27.474640
Western Equatoria State,Ezo County,Ezo Centre Payam,EiULmp38gHE,Ezo Hospital,5.077110,27.465810
Western Equatoria State,Ezo County,Ezo Centre Payam,XSXqcp9Wq8C,Madoro PHCC,5.070490,27.534900
Western Equatoria State,Ezo County,Ezo Centre Payam,thXJo6oloMS,Nanzinga PHCU,4.923133,28.032132
Western Equatoria State,Ezo County,Naandi Payam,p8VVtV4PoDZ,Diabio PHCU,4.971670,28.025140
Western Equatoria State,Ezo County,Naandi Payam,Ky79dh4ChP1,Naandi PHCC,5.972244,27.911891
Western Equatoria State,Ezo County,Naandi Payam,qETxTwYpHyC,Nagasi PHCU,4.815416,27.901414
Western Equatoria State,Ezo County,Naandi Payam,knBs0a5gNdS,Nyasi PHCU,4.858983,27.875450
Western Equatoria State,Ezo County,Yangiri Payam,GhjKmPES8YF,Mafuyu PHCU,4.814246,27.867815
Western Equatoria State,Ezo County,Yangiri Payam,C3962wRGOWj,Yangiri PHCC,5.181500,27.956068
Western Equatoria State,Ezo County,Yangiri Payam,EghYlLEs94x,Yangura PHCU,5.145087,27.976455
Western Equatoria State,Ibba County,Ibba Centre Payam,uBgFxsrfllW,Ibba PHCC,4.791440,29.133520
Western Equatoria State,Ibba County,Madebe Payam,SuJv0v3iGDw,Madebe PHCC,4.798489,28.997605
Western Equatoria State,Ibba County,Madebe Payam,bQHfiYeA86z,Marko PHCU,4.798300,29.053450
Western Equatoria State,Ibba County,Maruko Payam,UyVbu42BdvV,Tanamuko PHCU,5.139959,28.777478
Western Equatoria State,Ibba County,Nabanga Payam,Ng7oY0JMyYV,Bamani PHCU,4.540436,29.171744
Western Equatoria State,Ibba County,Nabanga Payam,yWI9k6AM5pa,Nabanga PHCC,4.488600,29.086500
Western Equatoria State,Maridi County,Kozi Payam,kcgPOgga70z,Chochoro PHCU,4.999780,29.455990
Western Equatoria State,Maridi County,Kozi Payam,PfZOK4nMz2J,Kozi PHCU,5.507823,29.711640
Western Equatoria State,Maridi County,Kozi Payam,VR7Ips9sGs9,Woko PHCC,5.363080,29.618890
Western Equatoria State,Maridi County,Landili Payam,NRhiIlVBemz,Dukudu-olo PHCC,4.590831,29.863647
Western Equatoria State,Maridi County,Mambe Payam,An2lcxQw1q7,Olo PHCC,5.081960,29.829300
Western Equatoria State,Maridi County,Maridi Payam,ROXfyH8Js0V,Betha Saida ECS PHCC,4.911440,29.451470
Western Equatoria State,Maridi County,Maridi Payam,iqt2FuBd2Dv,Maridi Hospital,4.915980,29.464240
Western Equatoria State,Mundri East County,Kediba Payam,rgBQb8B65tm,Dosho PHCU,5.464930,30.465200
Western Equatoria State,Mundri East County,Kediba Payam,NsDebVnkSTF,Kediba PHCC,5.512620,30.725500
Western Equatoria State,Mundri East County,Kediba Payam,ogn6q0E0Fkl,Movo PHCU,5.388120,30.635700
Western Equatoria State,Mundri East County,Kediba Payam,aJXbKzABBWw,Wandi PHCU,5.496080,30.643550
Western Equatoria State,Mundri East County,Lakamadi Payam,oCSJOabss5P,Kasiko PHCU,5.721440,30.600798
Western Equatoria State,Mundri East County,Lakamadi Payam,pfjiXMZJ9OP,Lakamadi PHCC,5.667810,30.488360
Western Equatoria State,Mundri East County,Lozoh Payam,eaiA8q78lEi,Gabat PHCU,5.350550,30.325400
Western Equatoria State,Mundri East County,Lozoh Payam,P2sfwqKciKr,Lanyi PHCC,5.248090,30.508730
Western Equatoria State,Mundri East County,Lozoh Payam,RXMgaCDfAeE,Lozoh PHCU,5.157190,30.446740
Western Equatoria State,Mundri East County,Lozoh Payam,Gj5ckKJIoGm,Lui Hospital,5.342810,30.448670
Western Equatoria State,Mundri East County,Lozoh Payam,hG3jkaKr4Qi,Wiroh PHCU,5.309050,30.560160
Western Equatoria State,Mundri East County,Minga Payam,vWERHsSz5bh,Agyi PHCU,5.404250,30.860310
Western Equatoria State,Mundri East County,Minga Payam,Bw78gorAnUu,Minga PHCC,5.301020,30.865850
Western Equatoria State,Mundri East County,Witto Payam,CLFUGuwY8aP,Kporoloo PHCU,5.091139,30.682279
Western Equatoria State,Mundri East County,Witto Payam,OGMGp3d1LGZ,Miriba PHCU,5.064955,30.732010
Western Equatoria State,Mundri West County,Amadi Payam,If60O9veey1,Amadi PHCU,5.518970,30.335300
Western Equatoria State,Mundri West County,Amadi Payam,KdeD5jsgFFG,Bitti PHCU,5.569920,30.437430
Western Equatoria State,Mundri West County,Bangolo Payam,A05vJEYgDIk,Bongolo PHCC,4.827790,30.300920
Western Equatoria State,Mundri West County,Bangolo Payam,IRkTqmMKAjw,Ledingwa PHCU,4.949110,30.334210
Western Equatoria State,Mundri West County,Kotobi Payam,zpVx8jLW5OY,Bari PHCU,5.228140,30.395180
