F__sref,SchType,SchName,Payam,County,State,Lat,Lon
LOM,PRI,Larogora Community Primary School,Kediba,Mundri East,Western Equatoria,5.3456308,30.3245082
GWR,PRI,Gwori Primary School,Kediba,Mundri East,Western Equatoria,5.352384,30.4467838
WTA,PRI,Wandi Tapari Primary School,Kediba,Mundri East,Western Equatoria,5.3450272,30.4495573
OMM,PRI,Maniguru Community Primary School,Kediba,Mundri East,Western Equatoria,5.4175182,30.6443367
KDC,PRI,Kediba Primary School,Kediba,Mundri East,Western Equatoria,5.515238,30.7167094
BKE,PRI,Bekenye Primary School,Kediba,Mundri East,Western Equatoria,5.5312817,30.7818261
DOM,PRI,Dorowa Community Primary School,Kediba,Mundri East,Western Equatoria,5.345675,30.3244366
KXX,PRI,Koro-Kago Communiy School,Kediba,Mundri East,Western Equatoria,5.3455605,30.324469
LUP,PRI,Lunjini Primary School,Kediba,Mundri East,Western Equatoria,5.3694742,30.5992582
KNC,PRI,Kanjanwa Primary,Kediba,Mundri East,Western Equatoria,5.3467356,30.6269039
NVD,PRI,Nani Primary School,Kediba,Mundri East,Western Equatoria,5.4771651,30.5132007
KYJ,PRI,Kyara Self-Help Primary School,Kediba,Mundri East,Western Equatoria,5.4791696,30.7933461
WNC,PRI,Wandi Primary School,Kediba,Mundri East,Western Equatoria,5.4971099,30.6435998
MGY,PRI,Magyiri U. P. School,Kediba,Mundri East,Western Equatoria,5.5307855,30.8578284
DBA,SEC,Kediba Secondary School,Kediba,Mundri East,Western Equatoria,5.5165676,30.7281681
EIL,ECD,Luinjini Iii Ecd,Lakamadi,Mundri East,Western Equatoria,5.6811708,30.4995886
MHW,PRI,Mutala Primary School,Lakamadi,Mundri East,Western Equatoria,5.6360491,30.4612145
KQC,PRI,Kpala-Kpala Primary School,Lakamadi,Mundri East,Western Equatoria,5.6859363,30.5301659
KSK,PRI,Kasiko,Lakamadi,Mundri East,Western Equatoria,5.7219966,30.6024654
TGY,PRI,Tegye,Lakamadi,Mundri East,Western Equatoria,5.7054886,30.5513305
LKM,PRI,Lakamadi Primary School,Lakamadi,Mundri East,Western Equatoria,5.6643719,30.4874588
KGZ,PRI,Koro-Kizwe Primary School,Lakamadi,Mundri East,Western Equatoria,5.586084,30.5418137
KQV,PRI,Koro-Ndende Primary School,Lakamadi,Mundri East,Western Equatoria,5.69178,30.5863066
MDV,PRI,Madu-Ngama Pri Sch,Lakamadi,Mundri East,Western Equatoria,5.6205382,30.57946
LJI,PRI,Lunjin Iii Primary School,Lakamadi,Mundri East,Western Equatoria,5.3460893,30.4485807
DSI,ECD,Dr. Pietro Ecd,Lozoh,Mundri East,Western Equatoria,5.3652693,30.4325715
NWH,ECD,New Hope Ecd,Lozoh,Mundri East,Western Equatoria,5.3285171,30.4457135
LJM,ECD,Lui Nursery,Lozoh,Mundri East,Western Equatoria,5.3397647,30.4498005
LPY,ECD,Lanyi Ecd,Lozoh,Mundri East,Western Equatoria,5.2535141,30.5062906
EZE,ECD,Ezibon Mondiri Ecd,Lozoh,Mundri East,Western Equatoria,5.233579,30.4716557
DFR,ECD,Dr. Franser Nursery,Lozoh,Mundri East,Western Equatoria,5.3400891,30.4514409
LVZ,ECD,Lunjini Nursery,Lozoh,Mundri East,Western Equatoria,5.332456,30.457943
GSD,PRI,Galanju Sda Primary School,Lozoh,Mundri East,Western Equatoria,5.3575538,30.4411518
LNK,PRI,Lanyi Primary School,Lozoh,Mundri East,Western Equatoria,5.25358,30.5062443
MIP,PRI,Mirimududu Primary School,Lozoh,Mundri East,Western Equatoria,5.3766086,30.4696903
DLW,PRI,Delewana Primary School,Lozoh,Mundri East,Western Equatoria,5.3108092,30.4371921
DPT,PRI,Dr Pietro Primary School,Lozoh,Mundri East,Western Equatoria,5.3653076,30.4320857
EFO,PRI,Ezibon Mandri Foundation,Lozoh,Mundri East,Western Equatoria,5.2336997,30.4717475
LMN,PRI,Luka Ngabiri Memorial Primary School,Lozoh,Mundri East,Western Equatoria,5.2422941,30.5104673
LZO,PRI,Lozoh Primary School,Lozoh,Mundri East,Western Equatoria,5.1687614,30.4461357
SNC,PRI,Singirinwa Primary School,Lozoh,Mundri East,Western Equatoria,5.1596936,30.5122429
BAG,PRI,Buagyi Primary,Lozoh,Mundri East,Western Equatoria,5.1493904,30.6269979
TDT,PRI,Tedo Primary School,Lozoh,Mundri East,Western Equatoria,5.297918,30.4989919
MHM,PRI,Molloh Sub Primary School,Lozoh,Mundri East,Western Equatoria,5.2834849,30.6455271
DRL,PRI,Doroh Primary School,Lozoh,Mundri East,Western Equatoria,5.2016496,30.5581763
LPU,PRI,Lui Primary School,Lozoh,Mundri East,Western Equatoria,5.3399219,30.45001
ELS,PRI,Wiroh Primary School,Lozoh,Mundri East,Western Equatoria,5.3083304,30.5610371
EWH,PRI,New Hope Primary,Lozoh,Mundri East,Western Equatoria,5.3279984,30.4451982
TJD,PRI,Mandikini Primary School,Lozoh,Mundri East,Western Equatoria,5.4098616,30.5149732
FCP,PRI,Fraser Cathedral Primary School,Lozoh,Mundri East,Western Equatoria,5.339932,30.451393
UKG,PRI,Luka Gyambiri Primary School,Lozoh,Mundri East,Western Equatoria,5.3460445,30.4491079
LAI,PRI,Lanyi Girls Primary School,Lozoh,Mundri East,Western Equatoria,5.251683,30.505133
LUC,PRI,Lunjini Girls Academy,Lozoh,Mundri East,Western Equatoria,5.3316681,30.4576498
MZB,PRI,Miroloko Primary School,Lozoh,Mundri East,Western Equatoria,5.3829583,30.42368
LIG,PRI,Lui Idp Primary,Lozoh,Mundri East,Western Equatoria,5.3588919,30.4377033
LAT,SEC,Lui Girls National Secondary School,Lozoh,Mundri East,Western Equatoria,5.3425244,30.4511264
IIP,PRI,Iyeba I Primary School,Minga,Mundri East,Western Equatoria,5.207766,30.8952192
MFN,PRI,Minga Primary School,Minga,Mundri East,Western Equatoria,5.345622,30.324467
JBF,PRI,Jubani Primary,Minga,Mundri East,Western Equatoria,5.364667,30.864733
GYB,PRI,Agyi Primary School,Minga,Mundri East,Western Equatoria,5.4034854,30.8600633
MVJ,PRI,Moruari Primary,Minga,Mundri East,Western Equatoria,5.2441378,30.8744292
HSO,ECD,Matta Pre-School,Witto,Mundri East,Western Equatoria,5.2443044,30.5094697
KPM,PRI,Kporolo Primary School,Witto,Mundri East,Western Equatoria,5.0927658,30.6852764
MHF,PRI,Mariba Primary School,Witto,Mundri East,Western Equatoria,4.9747091,30.7631392
PXY,PRI,Matta Primary School,Witto,Mundri East,Western Equatoria,5.0580911,30.6824252
MHS,PRI,Mideh Primary School,Witto,Mundri East,Western Equatoria,5.0683667,30.732068
AIW,ALP,Amadi Alp,Amadi,Mundri West,Western Equatoria,5.5068323,30.3407656
BTT,PRI,Bitti Primary School,Amadi,Mundri West,Western Equatoria,5.5703721,30.4364773
AMI,PRI,Amadi Ii Primary,Amadi,Mundri West,Western Equatoria,5.5329902,30.3326958
KDS,PRI,Kulundu Primary School,Amadi,Mundri West,Western Equatoria,5.6617076,30.3447512
MSU,PRI,Madiba Subprimary School,Amadi,Mundri West,Western Equatoria,5.427115,30.3902316
ACE,PRI,Amada Centre Primary School,Amadi,Mundri West,Western Equatoria,5.5067924,30.34077
SHB,PRI,Osho Primary School,Amadi,Mundri West,Western Equatoria,5.4052964,30.3788215
TRI,PRI,Tore-Wandi Primary School,Bangalo,Mundri West,Western Equatoria,4.635325,30.4436492
LDW,PRI,Ladiwa Primary School,Bangalo,Mundri West,Western Equatoria,4.9488629,30.3347765
BNP,PRI,Bangolo,Bangalo,Mundri West,Western Equatoria,4.8294776,30.2996517
GXP,PRI,Moba Primary School,Bangalo,Mundri West,Western Equatoria,4.7731877,30.3901247
DKB,PRI,Diko Primary School,Bangalo,Mundri West,Western Equatoria,4.7698246,30.4807519
XXQ,PRI,Nyau Ii(Anigo) Primary School,Bari,Mundri West,Western Equatoria,5.2860011,30.3442175
ONN,ECD,Okongaji Orphanage Nursery School,Kotobi,Mundri West,Western Equatoria,5.2616923,30.2123088
LNJ,PRI,Langua Primary School,Kotobi,Mundri West,Western Equatoria,5.1078031,29.9796933
ONO,PRI,Okongaji Orphanage Primary School,Kotobi,Mundri West,Western Equatoria,5.2616789,30.2123327
BRN,PRI,Bari Primary School,Kotobi,Mundri West,Western Equatoria,5.2291681,30.3932194
MNI,PRI,Mandi Primary School,Kotobi,Mundri West,Western Equatoria,5.1614207,30.1089062
KAE,PRI,Karika Centre Primary School,Kotobi,Mundri West,Western Equatoria,5.1302961,30.0368752
MDZ,PRI,Medewu Primary School,Kotobi,Mundri West,Western Equatoria,5.0328684,30.3266207
KOS,PRI,Kotobi Upper Primary School,Kotobi,Mundri West,Western Equatoria,5.2520639,30.2000506
KIP,PRI,Karika Ii Primary School,Kotobi,Mundri West,Western Equatoria,5.1382595,30.0534299
KTY,SEC,Kotobi Secondary School,Kotobi,Mundri West,Western Equatoria,5.3532625,30.3271017
ZBA,ECD,Ezra Baya Nusery Memorial School,Mundri,Mundri West,Western Equatoria,5.3484256,30.3187942
HHY,ECD,Mirikalanga Pre- School,Mundri,Mundri West,Western Equatoria,5.3581571,30.344181
EPB,ECD,Eprem Nursery School,Mundri,Mundri West,Western Equatoria,5.3456432,30.3224091
LSK,ECD,Milestone Kindergatrten,Mundri,Mundri West,Western Equatoria,5.3535498,30.3412543
HBP,ECD,Hai Baraka Pre School,Mundri,Mundri West,Western Equatoria,5.3513203,30.3463635
PSW,ECD,Mara Kezia Pre School,Mundri,Mundri West,Western Equatoria,5.3295062,30.3071615
TPI,ECD,Talim Nursery Pre School,Mundri,Mundri West,Western Equatoria,5.367346,30.3489264
SEZ,ECD,Mundri Ii Pre-School,Mundri,Mundri West,Western Equatoria,5.3529096,30.3245212
HPM,ECD,Hai Malakal Pre School,Mundri,Mundri West,Western Equatoria,5.3526346,30.3243947
RIP,ECD,Miri Kalanga Pre School,Mundri,Mundri West,Western Equatoria,5.3531257,30.3391602
YYA,ECD,Yauni Pre School,Mundri,Mundri West,Western Equatoria,5.3595866,30.3050201
AMW,ECD,Amadi Nursery School,Mundri,Mundri West,Western Equatoria,5.5068845,30.340799
KEY,ECD,Kediba Pre-Primary,Mundri,Mundri West,Western Equatoria,5.3455161,30.3245529
TLN,ECD,True Light Nursery,Mundri,Mundri West,Western Equatoria,5.3415314,30.2962953
AFL,ECD,Andiriya Apaya Memorial Nursery School,Mundri,Mundri West,Western Equatoria,5.3480081,30.3289476
VKP,ECD,Mundri Teachers Union Nursery School,Mundri,Mundri West,Western Equatoria,5.3515469,30.3276034
EMT,ECD,Emma Memorial,Mundri,Mundri West,Western Equatoria,5.3577754,30.3167428
NWZ,ECD,Mago Nursery,Mundri,Mundri West,Western Equatoria,5.291564,30.3605541
POE,ECD,Opaba Orphanage Ecd,Mundri,Mundri West,Western Equatoria,5.356926,30.3218255
AYT,ECD,Baya Nursery,Mundri,Mundri West,Western Equatoria,5.3551267,30.3276727
PSR,ECD,Mideh Pre-Primary,Mundri,Mundri West,Western Equatoria,5.0681856,30.7320008
PYR,ECD,Pazuo Nursery School,Mundri,Mundri West,Western Equatoria,4.5717916,28.4210977
GFO,ECD,Greenland Academy Nursery School,Mundri,Mundri West,Western Equatoria,4.9153139,29.4812213
AYZ,ECD,Ayi Standard Science Academy,Mundri,Mundri West,Western Equatoria,5.3505924,30.3231618
FEC,ECD,Faki Ecd,Mundri,Mundri West,Western Equatoria,5.3495329,30.3076176
GLX,ECD,Gloria Nursery,Mundri,Mundri West,Western Equatoria,5.3507866,30.3281651
PSP,ECD,Maps Ecd,Mundri,Mundri West,Western Equatoria,5.354789,30.3202874
SUJ,ECD,Sun Rising Nursery,Mundri,Mundri West,Western Equatoria,5.3436713,30.3276482
EMJ,ECD,Emmanuel And Moni Foundation,Mundri,Mundri West,Western Equatoria,5.3383001,30.3200365
PAR,PRI,Baya Primary School,Mundri,Mundri West,Western Equatoria,5.354793,30.3278108
EMR,PRI,Emma Primary School,Mundri,Mundri West,Western Equatoria,5.3579813,30.316816
TDG,PRI,Tedo Girls Primary School,Mundri,Mundri West,Western Equatoria,5.3448144,30.3300349
HBA,PRI,Hai Baraka Primary School,Mundri,Mundri West,Western Equatoria,5.3514975,30.3459622
SRN,PRI,Sunrise Model Primary School,Mundri,Mundri West,Western Equatoria,5.343743,30.3274976
KFE,PRI,Mama Kezia Primary,Mundri,Mundri West,Western Equatoria,5.3289247,30.3068924
LNL,PRI,Lendreywa Primary School,Mundri,Mundri West,Western Equatoria,5.3728595,30.3123364
MIK,PRI,Marikalanga Primary School,Mundri,Mundri West,Western Equatoria,5.3527281,30.3392471
MSY,PRI,Miri-Magya Primary School,Mundri,Mundri West,Western Equatoria,5.3336034,30.3119233
FFK,PRI,Foki Primary School,Mundri,Mundri West,Western Equatoria,5.3496993,30.30745
AEO,PRI,Andiriya Apaya Memorial Primary School,Mundri,Mundri West,Western Equatoria,5.34801,30.3289511
EAM,PRI,Emmanuel And Moni Primary School,Mundri,Mundri West,Western Equatoria,5.3380156,30.31991
OIB,PRI,Mago Primary School,Mundri,Mundri West,Western Equatoria,5.2916731,30.3605782
AIF,PRI,Ayi Standard Science Academy,Mundri,Mundri West,Western Equatoria,5.3505989,30.3232058
JNG,PRI,Janga Primary School (Goribalau),Mundri,Mundri West,Western Equatoria,5.3150315,30.3170362
MQS,PRI,Mbara Primary School,Mundri,Mundri West,Western Equatoria,5.5765139,30.1658336
MII,PRI,Mundri Ii Primary School,Mundri,Mundri West,Western Equatoria,5.3523502,30.3243356
MZN,PRI,Mundri I Primary,Mundri,Mundri West,Western Equatoria,5.3434407,30.2858882
TLG,PRI,True Light Primary School,Mundri,Mundri West,Western Equatoria,5.3414442,30.2959877
POD,PRI,Opaba Orphanage Primary School,Mundri,Mundri West,Western Equatoria,5.3568911,30.3216925
YUM,PRI,Yauni Primary School,Mundri,Mundri West,Western Equatoria,5.3595355,30.3049888
EPP,PRI,Eprem Primary School,Mundri,Mundri West,Western Equatoria,5.3278973,30.3135943
ZHU,PRI,Milestone Primary School,Mundri,Mundri West,Western Equatoria,5.3534875,30.3411593
AOB,PRI,Abobo Primary School,Mundri,Mundri West,Western Equatoria,5.497617,30.124001
WLH,PRI,Nyau I Primary School,Mundri,Mundri West,Western Equatoria,5.312402,30.3624887
AMP,PRI,Ama-Alo Model Primary School,Mundri,Mundri West,Western Equatoria,5.3237626,30.3168724
MUD,PRI,Mundri Adventist Primary,Mundri,Mundri West,Western Equatoria,5.3530437,30.3189997
GLR,PRI,Gloria Primary School,Mundri,Mundri West,Western Equatoria,5.3507139,30.3284429
NIO,PRI,Mundri Teachers Union Primary School,Mundri,Mundri West,Western Equatoria,5.3515212,30.3274426
TLM,PRI,Talim Nursery And Primary School,Mundri,Mundri West,Western Equatoria,5.3673125,30.3489576
EBM,PRI,Ezra Baya Memorial Primary School,Mundri,Mundri West,Western Equatoria,5.3458278,30.3223732
JBY,PRI,Miri-Kalanga Sda Primary,Mundri,Mundri West,Western Equatoria,5.3580903,30.3445967
GLC,PRI,Gullu I Primary School,Mundri,Mundri West,Western Equatoria,5.3692275,30.1596696
FKZ,PRI,Okari Primary School,Mundri,Mundri West,Western Equatoria,5.3434553,30.2859255
HAS,PRI,Hai Malakal Primary School,Mundri,Mundri West,Western Equatoria,5.3526485,30.3243738
MWX,SEC,Mundri Secondary School,Mundri,Mundri West,Western Equatoria,5.353305,30.3272263
TEU,SEC,Teachers Union Secondary School,Mundri,Mundri West,Western Equatoria,5.3488793,30.3185825
EWA,SEC,New Generation Academy Secondary School,Mundri,Mundri West,Western Equatoria,5.359603,30.3171627
AQJ,SEC,Alliance Secondary School,Mundri,Mundri West,Western Equatoria,5.3447972,30.3310646
BZN,SEC,Bright Hope Secondary School,Mundri,Mundri West,Western Equatoria,5.3376733,30.3207534
AZC,SEC,Mundri Adventist Secondary School,Mundri,Mundri West,Western Equatoria,5.3523228,30.3196946
MOH,SEC,Motherland Secondary School,Mundri,Mundri West,Western Equatoria,5.353013,30.3272665
DGI,ALP,Dongoi Balp School,Bahr El Girindi,Mvolo,Western Equatoria,6.221792,30.0775489
BGA,ALP,Bahr Grindi Alp,Bahr El Girindi,Mvolo,Western Equatoria,6.1445003,30.1774792
CLL,ECD,Chollou Pre School,Bahr El Girindi,Mvolo,Western Equatoria,6.0735324,30.1411878
GPE,ECD,Gungo Pre School,Bahr El Girindi,Mvolo,Western Equatoria,6.1223812,30.0485053
KTG,PRI,Daa Dokolu Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.0582659,29.9769715
PQJ,PRI,Magak Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.238179,29.9870272
LBO,PRI,Lei Bollo Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.186527,30.042833
XPY,PRI,Mokiri Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.1891656,30.0779648
BTK,PRI,Bitkalau Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.1723783,30.1199272
KBK,PRI,Kulu Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.222416,29.9342046
BAU,PRI,Babari Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.2582606,30.0182389
ZAT,PRI,Minikangmi Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.0400381,29.9960124
WWB,PRI,Wowo Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.210242,30.0826032
DER,PRI,Dimere Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.0542485,30.1427224
DYK,PRI,Donyikong Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.2070684,30.0495347
KPV,PRI,Kata Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.1295442,30.1112617
BEG,PRI,Bahr El Gindi Primary School,Bahr El Girindi,Mvolo,Western Equatoria,6.144366,30.1775188
KPX,ALP,Kperikudu Balp School,Bogori,Mvolo,Western Equatoria,5.8963496,29.8950177
DKG,PRI,Dokorimbere Primary School,Bogori,Mvolo,Western Equatoria,5.8129041,29.8762152
BGO,PRI,Bogori Primary School,Bogori,Mvolo,Western Equatoria,5.7428952,29.8483608
KUD,PRI,Kperikudu Primary School,Bogori,Mvolo,Western Equatoria,5.8964906,29.8950865
KYY,PRI,Korobagodo Primary School,Bogori,Mvolo,Western Equatoria,6.0809723,29.7984556
LUT,PRI,Mulutu Primary School,Bogori,Mvolo,Western Equatoria,5.650114,29.7732741
GRD,PRI,Gira Primary School,Bogori,Mvolo,Western Equatoria,6.024827,29.924719
DRG,PRI,Dari Primary School,Dari,Mvolo,Western Equatoria,6.8412,30.757982
AMS,ALP,Lam Alp School,Kokor,Mvolo,Western Equatoria,6.3290587,29.9130453
ULC,ALP,Dullo Alp Centre,Kokor,Mvolo,Western Equatoria,6.2981545,29.9997873
ULS,ALP,Kulu Balp School,Kokor,Mvolo,Western Equatoria,6.2226171,29.9338982
KKG,ALP,Kokori Alp Centre,Kokor,Mvolo,Western Equatoria,6.3582433,29.9864856
DIL,ECD,Dogkuil Pre-School,Kokor,Mvolo,Western Equatoria,6.3245136,29.9324589
DNX,PRI,Donyireki Primary School,Kokor,Mvolo,Western Equatoria,6.165794,29.9630172
NIM,PRI,Mini Masa Primary School,Kokor,Mvolo,Western Equatoria,6.3420705,29.942308
DLD,PRI,Dulo Primary School,Kokor,Mvolo,Western Equatoria,6.2974566,29.9997577
DLR,PRI,Dulo Road Primary School,Kokor,Mvolo,Western Equatoria,6.3026931,30.0324004
PAN,PRI,Apianthic Primary School,Kokor,Mvolo,Western Equatoria,6.2889141,29.9386087
LMP,PRI,Lam Primary School,Kokor,Mvolo,Western Equatoria,6.3290764,29.9133283
KKO,PRI,Kokori Primary School,Kokor,Mvolo,Western Equatoria,6.3582708,29.9864616
LAZ,PRI,Lamunde Primary School,Kokor,Mvolo,Western Equatoria,6.2251287,29.9756059
KPJ,PRI,Kpelikiri Primary School,Lessi,Mvolo,Western Equatoria,5.7931555,30.1084284
DBU,ECD,Dobo Memorial Nursary School,Mvolo,Mvolo,Western Equatoria,6.0604747,29.9686589
DGC,ECD,Dogirima Pre Primary School,Mvolo,Mvolo,Western Equatoria,6.0562867,29.9690493
DLJ,ECD,Dolagoro Nursey School,Mvolo,Mvolo,Western Equatoria,6.0173847,29.9345165
DKQ,ECD,Doku-Amari Pre School,Mvolo,Mvolo,Western Equatoria,5.8233726,30.128467
UJE,ECD,Mvolo Centre Pre - School,Mvolo,Mvolo,Western Equatoria,6.0488808,29.9528091
CJS,ECD,St John Cathedral Primary School,Mvolo,Mvolo,Western Equatoria,5.7785971,30.1055592
TAP,PRI,Talapari Primary School,Mvolo,Mvolo,Western Equatoria,6.0689608,29.9524623
LDJ,PRI,Lulu Primary School,Mvolo,Mvolo,Western Equatoria,5.7866339,30.1086349
KLM,PRI,Kila Primary School,Mvolo,Mvolo,Western Equatoria,6.1089168,30.0921229
BOB,PRI,Bulolo Primary School,Mvolo,Mvolo,Western Equatoria,6.0954749,30.0505866
DGF,PRI,Daa Gbolo Primary School,Mvolo,Mvolo,Western Equatoria,6.0708846,29.9632583
DTI,PRI,Dotiraba Primary School,Mvolo,Mvolo,Western Equatoria,6.0409652,30.004825
DBD,PRI,Dobo Memorial Nursery And Primary School,Mvolo,Mvolo,Western Equatoria,6.0603702,29.9687436
DIS,PRI,Dogolege Disability Primary School,Mvolo,Mvolo,Western Equatoria,6.0563324,29.9670337
MVE,PRI,Mvolo Centre Primary School,Mvolo,Mvolo,Western Equatoria,6.0486205,29.9533461
MZJ,PRI,Minikolome,Mvolo,Mvolo,Western Equatoria,6.1291977,30.1109718
SMV,PRI,Sda Mvolo Primary School,Mvolo,Mvolo,Western Equatoria,6.0582783,29.9626796
DKV,PRI,Dokatiangobo Primary School,Mvolo,Mvolo,Western Equatoria,6.0120286,30.0330188
DMR,PRI,Domeri Primary School,Mvolo,Mvolo,Western Equatoria,5.9650968,30.044033
UNM,SEC,Unity Secondary School,Mvolo,Mvolo,Western Equatoria,6.062963,29.9621889
MVL,SEC,Mvolo Secondary School,Mvolo,Mvolo,Western Equatoria,6.0568951,29.9710164
WSJ,ALP,Wini Kelu Balp Community School,Yeri,Mvolo,Western Equatoria,5.7658122,30.1187639
YEW,ALP,Mayewe Alp Centre,Yeri,Mvolo,Western Equatoria,5.6792753,30.1280343
WGY,ECD,Winikelu Pre - -School,Yeri,Mvolo,Western Equatoria,5.7658006,30.1188577
YEE,PRI,Yeri Centre Primary School,Yeri,Mvolo,Western Equatoria,5.7815386,30.1069167
YSR,PRI,Yeri Sun Rise Primary School,Yeri,Mvolo,Western Equatoria,5.7911797,30.1073853
SCV,PRI,St. John Cathedral Primary School,Yeri,Mvolo,Western Equatoria,5.7778869,30.1057094
MYM,PRI,Mayewe Primary School,Yeri,Mvolo,Western Equatoria,5.6794105,30.128172
TBO,PRI,Tiboro Primary School,Yeri,Mvolo,Western Equatoria,5.9050145,30.0695237
DGR,PRI,Dogerering Primary School,Yeri,Mvolo,Western Equatoria,5.8032826,30.1295528
DDG,PRI,Dogabi Primary School,Yeri,Mvolo,Western Equatoria,5.822476,30.1024884
YRM,PRI,Yerimozo,Yeri,Mvolo,Western Equatoria,5.8232862,30.1288422
YRH,SEC,Yeri Secondary School,Yeri,Mvolo,Western Equatoria,4.5722693,28.3937426
NFG,ALP,Nagero Progresive Alp Centre,Nagero,Nagero,Western Equatoria,6.3962361,27.7735874
CYO,ALP,Maringindo Alp Centre,Nagero,Nagero,Western Equatoria,6.3072741,27.7422083
BND,ECD,Bandala Pre - School,Nagero,Nagero,Western Equatoria,6.112566,27.7226078
FUJ,ECD,Mainzee Pre - School,Nagero,Nagero,Western Equatoria,6.3552738,27.7571365
NAX,ECD,Nakpatuguru Pre - School,Nagero,Nagero,Western Equatoria,6.4139186,27.7842329
DUF,ECD,Duma Pre - School,Nagero,Nagero,Western Equatoria,5.8233492,27.5772996
KFB,ECD,Kuro Pre - School,Nagero,Nagero,Western Equatoria,6.2422973,27.7351676
PQE,ECD,Maringindo Pre School,Nagero,Nagero,Western Equatoria,6.3072761,27.7421978
BJM,ECD,Bangaru Pre - School,Nagero,Nagero,Western Equatoria,5.7433272,27.5475125
UWY,ECD,Marino Pre-School,Nagero,Nagero,Western Equatoria,6.3887638,27.7611577
NAW,ECD,Nagero Pre - School,Nagero,Nagero,Western Equatoria,6.3963148,27.7734524
NRN,PRI,Naringindo Primary School,Nagero,Nagero,Western Equatoria,6.3073369,27.7421672
GRS,PRI,Garison Primary School,Nagero,Nagero,Western Equatoria,6.398494,27.7759523
OJZ,PRI,Marino Primary,Nagero,Nagero,Western Equatoria,6.3887351,27.7612418
BIB,PRI,Bongoni Primary School,Nagero,Nagero,Western Equatoria,5.7432823,27.5475661
NGK,PRI,Nagbagi Primary School,Nagero,Nagero,Western Equatoria,6.374217,27.763283
ZMB,PRI,Zamai Primary School,Nagero,Nagero,Western Equatoria,6.6413833,27.9180311
DYA,PRI,Diayanga Primary School,Nagero,Nagero,Western Equatoria,6.4797356,27.8314826
NXM,PRI,Namatina Primary School,Nagero,Nagero,Western Equatoria,6.033226,27.2519284
MXV,PRI,Mainzee Primary School,Nagero,Nagero,Western Equatoria,6.3551312,27.7571038
NGO,PRI,Nagero Primary School,Nagero,Nagero,Western Equatoria,6.3962006,27.7734187
BDL,PRI,Bandala Primary Scchool,Nagero,Nagero,Western Equatoria,6.1126745,27.7226096
KXR,PRI,Kpangu Primary School,Nagero,Nagero,Western Equatoria,5.8965413,27.622711
DAD,PRI,Diima Primary School,Nagero,Nagero,Western Equatoria,5.823486,27.5774003
NKC,PRI,Nakpataguru Primary School,Nagero,Nagero,Western Equatoria,6.4137795,27.7839933
KSO,PRI,Kuro Primary School,Nagero,Nagero,Western Equatoria,6.2421242,27.7350282
NDB,PRI,Nda Primary School,Nagero,Nagero,Western Equatoria,6.0367986,27.2469638
GFQ,PRI,Gurvanza Pre-School,Nagero,Nagero,Western Equatoria,6.005381,27.2934779
NER,SEC,Nagero Secondary School,Nagero,Nagero,Western Equatoria,6.3831917,27.7640028
NPE,PRI,Napere Primary School,Basukangbi,Nzara,Western Equatoria,4.6845954,28.0542447
NAM,PRI,Namama Primary School,Basukangbi,Nzara,Western Equatoria,4.7027706,27.9874694
NGM,PRI,Nagburuku Primary,Basukangbi,Nzara,Western Equatoria,4.7055825,27.8970222
NQO,ALP,Namaiku Alp,Nzara,Nzara,Western Equatoria,4.6865033,28.2270617
WBY,ALP,Wenepai Alp,Nzara,Nzara,Western Equatoria,4.6382017,28.243105
ECB,ECD,Ecs Pre Nuresery School,Nzara,Nzara,Western Equatoria,4.6382217,28.2540817
NMP,ECD,Namaiku Pre School,Nzara,Nzara,Western Equatoria,4.685822,28.2267576
WEF,ECD,Wenepai Nursery School,Nzara,Nzara,Western Equatoria,4.6383,28.2428433
CYA,ECD,Ecs Yabongo Pre-School,Nzara,Nzara,Western Equatoria,4.6804395,28.3055372
SFT,ECD,St. Timothy Pre - School,Nzara,Nzara,Western Equatoria,4.6391367,28.2548133
ZNS,ECD,Zereda Nursery School,Nzara,Nzara,Western Equatoria,4.6484917,28.2548981
SHH,ECD,St Daniel Comboni Pre School,Nzara,Nzara,Western Equatoria,4.6390717,28.2513583
DQF,ECD,Dindongara Nursery,Nzara,Nzara,Western Equatoria,4.6139436,28.2870639
YSC,ECD,Yabua Pre School,Nzara,Nzara,Western Equatoria,4.6167371,28.284498
NZN,ECD,Nzara Nursery School,Nzara,Nzara,Western Equatoria,4.6417074,28.2523952
NSO,ECD,Anisononga Nursery School,Nzara,Nzara,Western Equatoria,4.6438167,28.2534283
YBU,PRI,Yabua Primary School,Nzara,Nzara,Western Equatoria,4.6166354,28.2845977
DFF,PRI,St. Timothys Primary,Nzara,Nzara,Western Equatoria,4.6396268,28.2549165
