date,kyoga_height_variation
2005-01-01,0.7953945549455816
2005-01-11,0.7600879748241571
2005-01-21,0.7274972854813038
2005-02-01,0.6894748145813082
2005-02-11,0.6514523436813124
2005-02-21,0.6043769035194131
2005-03-01,0.5573014633575138
2005-03-11,0.5102260231956145
2005-03-21,0.5102260231956145
2005-04-01,0.5102260231956145
2005-04-11,0.5102260231956145
2005-04-21,0.4667717707384766
2005-05-01,0.4776353338527611
2005-05-11,0.48849889696704557
2005-05-21,0.45590820762419215
2005-06-01,0.4613399891813344
2005-06-11,0.4667717707384766
2005-06-21,0.47220355229561883
2005-07-01,0.4776353338527611
2005-07-11,0.4178857367241965
2005-07-21,0.15172844042422742
2005-08-01,0.32554545025277865
2005-08-11,0.4015903920527699
2005-08-21,0.3038183240242097
2005-09-01,0.43961286295276547
2005-09-11,0.5754074018813212
2005-09-21,0.4776353338527611
2005-10-01,0.4015903920527699
2005-10-11,0.32554545025277865
2005-10-21,0.19518269288136517
2005-11-01,0.27122763468135647
2005-11-11,0.23646423271564615
2005-11-21,0.20170083074993586
2005-12-01,0.16693742878422568
2005-12-11,0.1321740268185154
2005-12-21,0.09741062485280509
2006-01-01,0.12456953263851626
2006-01-11,0.15172844042422742
2006-01-21,-0.032952132518608394
2006-02-01,-0.09813351120431514
2006-02-11,-0.22849626857572866
2006-02-21,-0.282814084147151
2006-03-01,-0.3371318997185732
2006-03-11,-0.5978574144614003
2006-03-21,-0.40231327840428
2006-04-01,-0.3914497152899955
2006-04-11,-0.5869938513471158
2006-04-21,-0.5761302882328313
2006-05-01,-0.5000853464328401
2006-05-11,-0.3371318997185732
2006-05-21,-0.47835822020427116
2006-06-01,-0.619584540689969
2006-06-11,-0.521812472661409
2006-06-21,-0.5544031620042624
2006-07-01,-0.6576070115899647
2006-07-11,-0.760810861175667
2006-07-21,-0.8151286767470893
2006-08-01,-0.8531511476470849
2006-08-11,-0.8911736185470807
2006-08-21,-0.8585829292042272
2006-09-01,-0.8658253046137502
2006-09-11,-0.8730676800232732
2006-09-21,-0.8803100554327962
2006-10-01,-0.9020371816613649
2006-10-11,-0.8651010670727979
2006-10-21,-0.8281649524842307
2006-11-01,-0.7912288378956636
2006-11-11,-0.7542927233070964
2006-11-21,-0.7173566087185291
2006-12-01,-0.7318413595375752
2006-12-11,-0.7463261103566211
2006-12-21,-0.760810861175667
2007-01-01,-0.711924827161387
2007-01-11,-0.6630387931471069
2007-01-21,-0.7064930456042449
2007-02-01,-0.7716744242899515
2007-02-11,-0.8151286767470893
2007-02-21,-0.804265113632805
2007-03-01,-0.9291960894470761
2007-03-11,-1.0541270652613475
2007-03-21,-0.9672185603470718
2007-04-01,-0.8803100554327962
2007-04-11,-0.760810861175667
2007-04-21,-0.9454914341185029
2007-05-01,-1.1247402255041963
2007-05-11,-1.30398901688989
2007-05-21,-1.282261890661321
2007-06-01,-1.260534764432752
2007-06-11,-1.238807638204183
2007-06-21,-0.9346278710042184
2007-07-01,-0.8368558029756583
2007-07-11,-0.7390837349470981
2007-07-21,-0.8803100554327962
2007-08-01,-0.8151286767470893
2007-08-11,-0.5544031620042624
2007-08-21,-0.5362972234804549
2007-09-01,-0.5181912849566475
2007-09-11,-0.5000853464328401
2007-09-21,-0.4892217833185556
2007-10-01,-0.4240404046328489
2007-10-11,-0.3588590259471421
2007-10-21,-0.2936776472614354
2007-11-01,-0.06554282186146179
2007-11-11,-0.3371318997185732
2007-11-21,0.02136568305281388
2007-12-01,-0.07640638497574626
2007-12-11,-0.3154047734900043
2007-12-21,-0.17417845300430634
2008-01-01,-0.2719505210328665
2008-01-11,-0.3697225890614266
2008-01-21,-0.19590557923287527
2008-02-01,-0.3914497152899955
2008-02-11,-0.47835822020427116
2008-02-21,-0.5652667251185468
2008-03-01,-0.5978574144614003
2008-03-11,-0.4892217833185556
2008-03-21,-0.4892217833185556
2008-04-01,-0.4765476263518904
2008-04-11,-0.4638734693852252
2008-04-21,-0.45119931241856004
2008-05-01,-0.4385251554518948
2008-05-11,-0.4258509984852296
2008-05-21,-0.41317684151856443
2008-06-01,-0.3588590259471421
2008-06-11,-0.3697225890614266
2008-06-21,-0.45663109397570223
2008-07-01,-0.5028012372114111
2008-07-11,-0.5489713804471201
2008-07-21,-0.141587763661453
2008-08-01,-0.5055171279899823
2008-08-11,-0.45663109397570223
2008-08-21,-0.47292643864712897
2008-09-01,-0.38601793373285326
2008-09-11,-0.8803100554327962
2008-09-21,-0.5326760357756934
2008-10-01,-0.6195845406899692
2008-10-11,-0.3751543706185688
2008-10-21,-0.5652667251185468
2008-11-01,-0.5706985066756891
2008-11-11,-0.17417845300430634
2008-11-21,-0.619584540689969
2008-12-01,-0.19590557923287527
2008-12-11,-0.5000853464328401
2008-12-21,-0.6250163222471113
2009-01-01,-0.6304481038042535
2009-01-11,-0.8803100554327962
2009-01-21,-0.6847659193756759
2009-02-01,-0.7173566087185291
2009-02-11,-0.804265113632805
2009-02-21,-0.9020371816613649
2009-03-01,-0.9020371816613649
2009-03-11,-0.8477193660899428
2009-03-21,-0.999809249689925
2009-04-01,-0.8803100554327962
2009-04-11,-0.9237643078899339
2009-04-21,-0.9237643078899339
2009-05-01,-1.0541270652613475
2009-05-11,-0.9780821234613561
2009-05-21,-1.0541270652613475
2009-06-01,-1.0758541914899162
2009-06-11,-1.1410355701756232
2009-06-21,-0.999809249689925
2009-07-01,-0.9454914341185029
2009-07-11,-1.0323999390327785
2009-07-21,-0.999809249689925
2009-08-01,-0.9563549972327873
2009-08-11,-0.7499472980613826
2009-08-21,-0.9346278710042184
2009-09-01,-1.0323999390327785
2009-09-11,-0.9563549972327873
2009-09-21,-1.0541270652613475
2009-10-01,-1.2496712013184677
2009-10-11,-1.1627626964041922
2009-10-21,-1.1193084439470542
2009-11-01,-0.9889456865756406
2009-11-11,-0.9020371816613649
2009-11-21,-1.0867177546042008
2009-12-01,-0.7390837349470981
2009-12-11,-1.1518991332899076
2009-12-21,-1.1410355701756232
2010-01-01,-1.0975813177184852
2010-01-11,-1.2062169488613297
2010-01-21,-1.1301720070613386
2010-02-01,-1.184489822632761
2010-02-11,-1.2062169488613297
2010-02-21,-1.1301720070613386
2010-03-01,-1.0541270652613475
2010-03-11,-1.1193084439470542
2010-03-21,-0.8477193660899428
2010-04-01,-0.7934015505185205
2010-04-11,-0.999809249689925
2010-04-21,-0.999809249689925
2010-05-01,-1.0106728128042095
2010-05-11,-0.8096968951899471
2010-05-21,-0.9237643078899339
2010-06-01,-0.6739023562613914
2010-06-11,-0.8151286767470893
2010-06-21,-0.17417845300430634
2010-07-01,-0.3914497152899955
2010-07-11,-0.40231327840428
2010-07-21,-0.5109489095471246
2010-08-01,-0.47835822020427116
2010-08-11,-0.641311666918538
2010-08-21,-0.5761302882328313
2010-09-01,-0.8368558029756583
2010-09-11,-0.41317684151856443
2010-09-21,-0.9454914341185029
2010-10-01,-0.5326760357756934
2010-10-11,-0.261086957918582
2010-10-21,-0.47835822020427116
2010-11-01,-0.5652667251185468
2010-11-11,-0.5326760357756934
2010-11-21,-0.6304481038042535
2010-12-01,-0.5978574144614003
2010-12-11,-0.8585829292042272
2010-12-21,-0.9780821234613561
2011-01-01,-0.7282201718328136
2011-01-11,-0.8911736185470807
2011-01-21,-0.7934015505185205
2011-02-01,-0.9780821234613561
2011-02-11,-0.7716744242899515
2011-02-21,-0.9563549972327873
2011-03-01,-0.9672185603470717
2011-03-11,-1.0323999390327785
2011-03-21,-0.7390837349470981
2011-04-01,-1.1518991332899076
2011-04-11,-1.1736262595184765
2011-04-21,-1.1627626964041922
2011-05-01,-1.1410355701756232
2011-05-11,-1.1410355701756232
2011-05-21,-0.9672185603470717
2011-06-01,-1.2713983275470364
2011-06-11,-0.8803100554327962
2011-06-21,-0.9454914341185029
2011-07-01,-0.7716744242899515
2011-07-11,-1.0106728128042095
2011-07-21,-0.9346278710042184
2011-08-01,-1.0106728128042095
2011-08-11,-1.0432635021470629
2011-08-21,-0.9020371816613649
2011-09-01,-0.7390837349470981
2011-09-11,-0.40231327840428
2011-09-21,-0.619584540689969
2011-10-01,-0.5652667251185468
2011-10-11,-0.40231327840428
2011-10-21,-0.0003614431757550523
2011-11-01,-0.19590557923287527
2011-11-11,0.03222924616709835
2011-11-21,0.06481993550995169
2011-12-01,0.053956372395667224
2011-12-11,0.260364071567072
2011-12-21,-0.05467925874717733
2012-01-01,-0.04381569563289286
2012-01-11,0.19518269288136517
2012-01-21,0.09741062485280509
2012-02-01,-0.05467925874717733
2012-02-11,0.03222924616709835
2012-02-21,0.06481993550995169
2012-03-01,-0.19590557923287527
2012-03-11,-0.380586152175711
2012-03-21,-0.30454121037571985
2012-04-01,-0.3588590259471421
2012-04-11,-0.4457675308614178
2012-04-21,-0.3154047734900043
2012-05-01,-0.3588590259471421
2012-05-11,-0.47835822020427116
2012-05-21,-0.4892217833185556
2012-06-01,-0.47835822020427116
2012-06-11,-0.45663109397570223
2012-06-21,-0.5544031620042624
2012-07-01,-0.5869938513471158
2012-07-11,-0.5109489095471246
2012-07-21,-0.5326760357756934
2012-08-01,-0.8259922398613738
2012-08-11,-0.6358798853613957
2012-08-21,-0.6739023562613914
2012-09-01,-0.45663109397570223
2012-09-11,-0.07640638497574626
2012-09-21,-0.5000853464328401
2012-10-01,-0.5000853464328401
2012-10-11,-0.3914497152899955
2012-10-21,-0.3154047734900043
2012-11-01,-0.4349039677471333
2012-11-11,-0.5544031620042624
2012-11-21,-0.5000853464328401
2012-12-01,-0.5869938513471158
2012-12-11,-0.6521752300328225
2012-12-21,-0.5869938513471158
2013-01-01,-0.782537987404236
2013-01-11,-0.6956294824899604
2013-01-21,-0.6739023562613914
2013-02-01,-0.5978574144614003
2013-02-11,-0.40231327840428
2013-02-21,-0.7390837349470981
2013-03-01,-0.760810861175667
2013-03-11,-0.9020371816613649
2013-03-21,-0.9400596525613606
2013-04-01,-0.9780821234613561
2013-04-11,-0.9672185603470717
2013-04-21,-0.8694464923185117
2013-05-01,-0.7716744242899515
2013-05-11,-0.760810861175667
2013-05-21,-0.6087209775756848
2013-06-01,-0.7390837349470981
2013-06-11,-0.5000853464328401
2013-06-21,-0.6847659193756759
2013-07-01,-0.5869938513471158
2013-07-11,-0.8803100554327962
2013-07-21,-0.7064930456042449
2013-08-01,-0.7390837349470981
2013-08-11,-0.7173566087185291
2013-08-21,-0.7390837349470981
2013-09-01,-0.7064930456042449
2013-09-11,-0.8368558029756583
2013-09-21,-0.41317684151856443
2013-10-01,-0.5544031620042624
2013-10-11,-0.5326760357756934
2013-10-21,-0.47835822020427116
2013-11-01,-0.8694464923185117
2013-11-11,-0.8259922398613738
2013-11-21,-1.0432635021470629
2013-12-01,-0.8694464923185117
2013-12-11,-0.8694464923185117
2013-12-21,-0.8477193660899428
2014-01-01,-1.0867177546042008
2014-01-11,-0.7390837349470981
2014-01-21,-0.9889456865756406
2014-02-01,-0.8259922398613738
2014-02-11,-0.999809249689925
2014-02-21,-0.999809249689925
2014-03-01,-1.184489822632761
2014-03-11,-1.1084448808327698
2014-03-21,-1.2062169488613297
2014-04-01,-1.30398901688989
2014-04-11,-1.2496712013184677
2014-04-21,-1.3148525800041744
2014-05-01,-1.2279440750898987
2014-05-11,-0.6521752300328225
2014-05-21,-1.1410355701756232
2014-06-01,-0.7173566087185291
2014-06-11,-0.782537987404236
2014-06-21,-0.9020371816613649
2014-07-01,-1.238807638204183
2014-07-11,-1.0867177546042008
2014-07-21,-1.1410355701756232
2014-08-01,-1.238807638204183
2014-08-11,-0.9672185603470717
2014-08-21,-0.8694464923185117
2014-09-01,-0.9780821234613561
2014-09-11,-0.760810861175667
2014-09-21,-0.8585829292042272
2014-10-01,-0.8911736185470807
2014-10-11,-0.9237643078899339
2014-10-21,-0.9563549972327873
2014-11-01,-0.9237643078899339
2014-11-11,-0.5869938513471158
2014-11-21,-0.782537987404236
2014-12-01,-0.7173566087185291
2014-12-11,-0.9346278710042184
2014-12-21,-0.7553790796185249
2015-01-01,-0.760810861175667
2015-01-11,-0.6521752300328225
2015-01-21,-0.6630387931471069
2015-02-01,-0.8911736185470807
2015-02-11,-1.1193084439470542
2015-02-21,-1.1084448808327698
2015-03-01,-1.0975813177184852
2015-03-11,-1.30398901688989
2015-03-21,-1.0758541914899162
2015-04-01,-1.1736262595184765
2015-04-11,-0.9889456865756406
2015-04-21,-0.9780821234613561
2015-05-01,-0.8803100554327962
2015-05-11,-0.521812472661409
2015-05-21,-0.40231327840428
2015-06-01,-0.6956294824899604
2015-06-11,-0.8368558029756583
2015-06-21,-0.45663109397570223
2015-07-01,-0.8477193660899428
2015-07-11,-0.6630387931471069
2015-07-21,-0.7716744242899515
2015-08-01,-0.7499472980613826
2015-08-11,-0.7390837349470981
2015-08-21,-0.6847659193756759
2015-09-01,-0.6739023562613914
2015-09-11,-0.40231327840428
2015-09-21,-0.4892217833185556
2015-10-01,-0.8585829292042272
2015-10-11,-0.782537987404236
2015-10-21,-0.5544031620042624
2015-11-01,-0.7064930456042449
2015-11-11,-0.641311666918538
2015-11-21,-0.6304481038042535
2015-12-01,-0.47835822020427116
2015-12-11,-0.30454121037571985
2015-12-21,-0.25022339480429756
2016-01-01,-0.282814084147151
2016-01-11,0.14086487730994296
2016-01-21,-0.1850420161185908
2016-02-01,-0.5000853464328401
2016-02-11,-0.6521752300328225
2016-02-21,-0.4674946570899867
2016-03-01,-0.5381078173328357
2016-03-11,-0.7445155165042404
2016-03-21,-0.7662426427328094
2016-04-01,-0.6576070115899647
2016-04-11,-0.6467434484756802
2016-04-21,-0.6141527591328269
2016-05-01,-0.19590557923287524
2016-05-11,-0.45119931241856004
2016-05-21,-0.39688149684713775
2016-06-01,-0.641311666918538
2016-06-11,-0.5489713804471201
2016-06-21,-0.5815620697899735
2016-07-01,-0.6739023562613914
2016-07-11,-0.5000853464328401
2016-07-21,-0.5652667251185468
2016-08-01,-0.6141527591328269
2016-08-11,-0.3588590259471421
2016-08-21,-0.44033574930427555
2016-09-01,-0.3751543706185688
2016-09-11,-0.5706985066756891
2016-09-21,-0.7445155165042404
2016-10-01,-0.8694464923185117
2016-10-11,-0.8151286767470893
2016-10-21,-0.641311666918538
2016-11-01,-0.9129007447756494
2016-11-11,-0.8585829292042272
2016-11-21,-0.5435395988899779
2016-12-01,-0.6521752300328225
2016-12-11,-0.3154047734900043
2016-12-21,-0.619584540689969
2017-01-01,-0.6739023562613914
2017-01-11,-0.7173566087185291
2017-01-21,-1.0867177546042008
2017-02-01,-1.1410355701756232
2017-02-11,-1.1627626964041922
2017-02-21,-0.9563549972327873
2017-03-01,-0.7390837349470981
2017-03-11,-0.8585829292042272
2017-03-21,-0.9237643078899339
2017-04-01,-0.7173566087185291
2017-04-11,-0.6304481038042535
2017-04-21,-0.5544031620042624
2017-05-01,-0.7282201718328136
2017-05-11,-0.6087209775756848
2017-05-21,-0.760810861175667
2017-06-01,-0.5978574144614003
2017-06-11,-0.8857418369899382
2017-06-21,-0.7173566087185291
2017-07-01,-0.6956294824899604
2017-07-11,-0.9454914341185029
2017-07-21,-0.6630387931471069
2017-08-01,-0.5652667251185468
2017-08-11,-0.2393598316900131
2017-08-21,-0.4892217833185556
2017-09-01,-0.141587763661453
2017-09-11,-0.2393598316900131
2017-09-21,-0.1850420161185908
2017-10-01,-0.45663109397570223
2017-10-11,-0.4349039677471333
2017-10-21,-0.7173566087185291
2017-11-01,-0.3371318997185732
2017-11-11,-0.06554282186146179
2017-11-21,-0.2719505210328665
2017-12-01,-0.47835822020427116
2017-12-11,-0.08726994809003066
2017-12-21,-0.45663109397570223
2018-01-01,-0.4892217833185556
2018-01-11,-0.760810861175667
2018-01-21,-0.5869938513471158
2018-02-01,-1.1518991332899076
2018-02-11,-0.47835822020427116
2018-02-21,-0.8477193660899428
2018-03-01,-0.7064930456042449
2018-03-11,-0.5652667251185468
2018-03-21,-0.6304481038042535
2018-04-01,-0.5544031620042624
2018-04-11,-0.4892217833185556
2018-04-21,-0.4457675308614178
2018-05-01,-0.49465356487569784
2018-05-11,-0.5435395988899779
2018-05-21,-0.21763270546144417
2018-06-01,-0.3371318997185732
2018-06-11,-0.5978574144614003
2018-06-21,-0.3154047734900043
2018-07-01,-0.2936776472614354
2018-07-11,-0.08726994809003066
2018-07-21,-0.07640638497574626
2018-08-01,-0.05467925874717733
2018-08-11,-0.0003614431757550523
2018-08-21,-0.0003614431757550523
2018-09-01,-0.21763270546144417
2018-09-11,-0.05467925874717733
2018-09-21,-0.380586152175711
2018-10-01,-0.16331488989002188
2018-10-11,0.19518269288136517
2018-10-21,-0.22849626857572866
2018-11-01,0.21690981910993412
2018-11-11,-0.5109489095471246
2018-11-21,-0.15245132677573742
2018-12-01,-0.3697225890614266
2018-12-11,-0.380586152175711
2018-12-21,-0.4892217833185556
2019-01-01,-0.8694464923185117
2019-01-11,-0.6630387931471069
2019-01-21,-0.30454121037571985
2019-02-01,-0.9889456865756406
2019-02-11,-0.999809249689925
2019-02-21,-0.8911736185470807
2019-03-01,-0.782537987404236
2019-03-11,-0.7390837349470981
2019-03-21,-0.9020371816613649
2019-04-01,-0.9563549972327872
2019-04-11,-1.0106728128042095
2019-04-21,-0.7173566087185291
2019-05-01,-0.9780821234613561
2019-05-11,-1.0215363759184939
2019-05-21,-0.7173566087185291
2019-06-01,-0.8585829292042272
2019-06-11,-0.8151286767470893
2019-06-21,-0.8803100554327962
2019-07-01,-0.619584540689969
2019-07-11,-0.7390837349470981
2019-07-21,-0.7282201718328136
2019-08-01,-0.7173566087185291
2019-08-11,-0.7282201718328136
2019-08-21,-0.7390837349470981
2019-09-01,-0.6304481038042535
2019-09-11,-0.760810861175667
2019-09-21,-0.6956294824899604
2019-10-01,-0.6630387931471069
2019-10-11,-0.9020371816613649
2019-10-21,-0.24479161324715532
2019-11-01,-0.04381569563289286
2019-11-11,-0.032952132518608394
2019-11-21,0.03222924616709835
2019-12-01,0.09741062485280509
2019-12-11,-0.21763270546144417
2019-12-21,0.22777338222421858
2020-01-01,0.15172844042422742
2020-01-11,-0.04381569563289286
2020-01-21,0.09741062485280509
2020-02-01,0.04852459083852499
2020-02-11,-0.0003614431757550523
2020-02-21,0.010502119938529415
2020-03-01,0.07568349862423615
2020-03-11,0.07568349862423615
2020-03-21,0.4341810813956232
2020-04-01,0.4015903920527699
2020-04-11,0.4667717707384766
2020-04-21,0.7057701592527348
2020-05-01,0.9339049846527084
2020-05-11,1.1077219944812595
2020-05-21,1.542264519052638
2020-06-01,1.6943544026526203
2020-06-11,1.9442163542811628
2020-06-21,2.1940783059097053
2020-07-01,2.1614876165668524
2020-07-11,1.9333527911668786
2020-07-21,2.20494186902399
2020-08-01,2.2266689952525587
2020-08-11,2.2483961214811274
2020-08-21,2.270123247709696
2020-09-01,1.9442163542811628
2020-09-11,1.846444286252603
2020-09-21,2.3678953157382567
2020-10-01,2.10716980099543
2020-10-11,1.998534169852585
2020-10-21,2.454803820652532
2020-11-01,2.4113495681953947
2020-11-11,2.6068937042525144
2020-11-21,2.617757267366799
2020-12-01,2.7263928985096437
2020-12-11,2.6503479567096524
2020-12-21,2.4982580731096697
2021-01-01,2.3841906604096836
2021-01-11,2.4330766944239635
2021-01-21,2.308145718609692
2021-02-01,2.4548038206525318
2021-02-11,1.9659434805097318
2021-02-21,2.215805432138274
2021-03-01,2.2429643399239856
2021-03-11,2.2212372136954164
2021-03-21,2.1940783059097053
2021-04-01,2.1506240534525674
2021-04-11,2.0854426747668606
2021-04-21,2.3841906604096836
2021-05-01,2.422213131309679
2021-05-11,2.3841906604096836
2021-05-21,2.5036898546668125
2021-06-01,2.5960301411382303
2021-06-11,2.688370427609648
2021-06-21,2.7426882431810706
2021-07-01,2.6340526120382255
2021-07-11,2.628620830481083
2021-07-21,2.612325485809657
2021-08-01,1.8790349755954565
2021-08-11,2.3570317526239717
2021-08-21,2.112601582552572
2021-09-01,2.4004860050811097
2021-09-11,2.3244410632811188
2021-09-21,2.3244410632811183
2021-10-01,2.1723511796811366
2021-10-11,2.2266689952525582
2021-10-21,2.188646524352563
2021-11-01,1.8790349755954565
2021-11-11,2.003965951409727
2021-11-21,1.6780590579811936
2021-12-01,1.2217894071812465
2021-12-11,1.4988102665955
2021-12-21,1.2435165334098153
2022-01-01,1.3141296936526643
2022-01-11,1.2543800965241
2022-01-21,0.9936545817812729
2022-02-01,0.7655197563812993
2022-02-11,1.0534041789098376
2022-02-21,0.9664956739955618
2022-03-01,0.8795871690812861
2022-03-11,0.7981104457241525
2022-03-21,0.35813613959563206
2022-04-01,0.6079980912241746
2022-04-11,0.6188616543384591
2022-04-21,0.6840430330241659
2022-05-01,0.7492244117098728
2022-05-11,0.45590820762419215
2022-05-21,0.521089586309899
2022-06-01,0.8687236059670016
2022-06-11,0.8469964797384326
2022-06-21,0.8469964797384326
2022-07-01,0.8252693535098637
2022-07-11,0.7926786641670103
2022-07-21,0.6405887805670281
2022-08-01,0.7600879748241571
2022-08-11,0.49936246008133
2022-08-21,0.2820911977956409
2022-09-01,0.8469964797384326
2022-09-11,0.260364071567072
2022-09-21,0.7818151010527259
2022-10-01,0.8252693535098637
2022-10-11,1.0099499264526997
2022-10-21,0.8469964797384326
2022-11-01,0.4341810813956232
2022-11-11,0.5536802756527522
2022-11-21,0.42331751828133884
2022-12-01,0.27122763468135647
2022-12-11,0.27122763468135647
2022-12-21,0.3038183240242097
2023-01-01,-0.40231327840428
2023-01-11,0.35813613959563206
2023-01-21,0.3472725764813476
2023-02-01,0.3038183240242097
2023-02-11,0.4667717707384766
2023-02-21,0.08654706173852063
2023-03-01,0.42331751828133884
2023-03-11,0.23863694533850305
2023-03-21,-0.141587763661453
2023-04-01,0.2929547609099253
2023-04-11,-0.15245132677573742
2023-04-21,0.23863694533850305
2023-05-01,0.14086487730994296
2023-05-11,0.901314295309855
2023-05-21,0.7057701592527348
2023-06-01,0.5754074018813212
2023-06-11,0.9556321108812773
2023-06-21,0.8252693535098637
2023-07-01,0.9121778584241395
2023-07-11,0.8035422272812948
2023-07-21,0.5699756203241789
2023-08-01,0.36899970270991655
2023-08-11,0.7818151010527259
2023-08-21,1.0316770526812686
2023-09-01,0.8469964797384326
2023-09-11,0.8795871690812861
2023-09-21,1.0425406157955528
2023-10-01,0.8795871690812861
2023-10-11,1.2054940625098198
2023-10-21,1.1783351547241085
2023-11-01,1.1511762469383975
2023-11-11,0.9556321108812773
2023-11-21,1.0425406157955528
2023-12-01,1.5857187715097758
2023-12-11,1.4119017616812244
2023-12-21,1.2163576256241042
2024-01-01,1.6074458977383446
2024-01-11,1.1729033731669665
2024-01-21,1.563991645281207
2024-02-01,1.4553560141383624
2024-02-11,1.542264519052638
2024-02-21,0.9339049846527084
2024-03-01,1.6183094608526292
2024-03-11,1.6291730239669135
2024-03-21,1.640036587081198
2024-04-01,1.7812629075668962
2024-04-11,1.0642677420241218
2024-04-21,1.8898985387097407
2024-05-01,1.922489228052594
2024-05-11,2.1288969272239986
2024-05-21,2.3244410632811188
2024-06-01,2.5091216362239543
2024-06-11,1.9442163542811628
2024-06-21,2.0800108932097188
2024-07-01,2.215805432138274
2024-07-11,2.10716980099543
2024-07-21,2.6394843935953682
2024-08-01,2.30271393705255
2024-08-11,1.9659434805097318
2024-08-21,2.715529335395359
2024-09-01,2.672075082938221
2024-09-11,2.6775068644953635
2024-09-21,2.6829386460525058
2024-10-01,2.661211519823937
2024-10-11,2.422213131309679
2024-10-21,2.20494186902399
2024-11-01,2.248396121481128
2024-11-11,2.291850373938265
2024-11-21,1.661763713309767
2024-12-01,2.0419884223097227
2024-12-11,2.422213131309679
2024-12-21,2.4439402575382476
2025-01-01,2.9545277239096173
2025-01-11,2.6068937042525144
2025-01-21,2.4330766944239635
2025-02-01,1.3467203829955177
2025-02-11,2.1288969272239986
2025-02-21,1.7486722182240424
2025-03-01,2.1614876165668524
2025-03-11,2.0637155485382923
2025-03-21,1.9659434805097318
2025-04-01,2.1832147427954207
2025-04-11,2.291850373938265
2025-04-21,2.519985199338239
2025-05-01,2.291850373938265
2025-05-11,2.4439402575382476
2025-05-21,2.3678953157382567
2025-06-01,2.30271393705255
2025-06-11,1.6291730239669135
2025-06-21,1.9876706067383008
2025-07-01,1.8138535969097493
2025-07-11,2.0311248591954385
2025-07-21,2.139760490338283
2025-08-01,2.291850373938265
2025-08-11,2.454803820652532
2025-08-21,2.0745791116525765
2025-09-01,2.5091216362239543
2025-09-11,2.5417123255668077
2025-09-21,2.3678953157382567
2025-10-01,2.378758878852541
2025-10-11,2.3678953157382567
2025-10-21,2.35159997106683
2025-11-01,1.7921264706811804
2025-11-11,2.20494186902399
2025-11-21,1.6291730239669135
2025-12-01,2.291850373938265
2025-12-11,1.9659434805097318
2025-12-21,2.313577500166834
2026-01-01,2.1506240534525674
2026-01-11,2.063715548538292
2026-01-21,2.020261296081154
2026-02-01,1.5314009559383537
