date,percent_inundation,percent_inundation_ssd,percent_inundation_ceq,percent_inundation_eeq,percent_inundation_jon,percent_inundation_lak,percent_inundation_nbg,percent_inundation_uni,percent_inundation_upn,percent_inundation_war,percent_inundation_wbg,percent_inundation_weq,percent_inundation_aby
2002-12-11,-0.8620508989045204,-0.8417754818961669,-0.8482892785760935,-0.3211244745821685,-0.7755035864803796,-0.4692081025442161,-0.4696142251192487,-0.8119936488185497,-0.783018242640582,-0.5381597523362406,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2002-12-21,-0.8566998181360691,-0.8358307747723503,-0.9252944056413448,-0.2839941423312964,-0.7563924530264027,-0.5254217235203894,-0.4837874443911069,-0.758600265101335,-0.7930627827841631,-0.5922923163952993,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-01-01,-0.8443720118087514,-0.8221841200541552,-0.9449552891473666,-0.2688044609559398,-0.7323713445743685,-0.5816353444965628,-0.4853622465324244,-0.6885553854451927,-0.796532714833764,-0.6494746023731784,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-01-11,-0.833026365875643,-0.8095469439041554,-0.9334864404355206,-0.295808338956574,-0.7193032572718467,-0.6050202108226509,-0.4853622465324244,-0.635704985291204,-0.7978111108520379,-0.6620547052883118,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-01-21,-0.8209017651471273,-0.7961246177566702,-0.9187407778060044,-0.3160612474570495,-0.7031381088167042,-0.6338015847624516,-0.4853622465324244,-0.5844835358268932,-0.7987242508650908,-0.6773033148824129,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-02-01,-0.8121977919984442,-0.7865532654063745,-0.8941646734234773,-0.3228122169572081,-0.6970195245883559,-0.626156532309692,-0.4853622465324244,-0.5430357905006487,-0.7992721348729225,-0.687596126358431,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-02-11,-0.8281155639045962,-0.8041256701119955,-0.8581197203291043,-0.3380018983325649,-0.7163572722730124,-0.673825682897487,-0.4853622465324244,-0.5370629713051637,-0.7994547628755331,-0.7283861570226513,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-02-21,-0.8553451141440563,-0.8341856985871433,-0.8040522906875448,-0.3396896407076045,-0.7474034218761132,-0.752974461231939,-0.4853622465324244,-0.5609542480871037,-0.7994547628755331,-0.7680325419673142,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-03-01,-0.8849792639693392,-0.8669002818156932,-0.7352391984164691,-0.3396896407076045,-0.7709713018667883,-0.8465139265362914,-0.4853622465324244,-0.6103657523406616,-0.7994547628755331,-0.8210214603068154,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-03-11,-0.910921845416387,-0.8955021745812257,-0.5926977929978121,-0.3396896407076045,-0.7929528822427063,-0.9198164882892214,-0.4853622465324244,-0.650546536019379,-0.7994547628755331,-0.887352912041155,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-03-21,-0.9235883277417078,-0.9095600983457224,-0.353490377007882,-0.3396896407076045,-0.8090424926209556,-0.9467990263577846,-0.4853622465324244,-0.6653880867475538,-0.7994547628755331,-0.9449164132588864,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-04-01,-0.9326309768883942,-0.9195427197423204,-0.1191981818944574,-0.3396896407076045,-0.8233191891537683,-0.9490475711968316,-0.4853622465324244,-0.674437812801319,-0.7994547628755331,-0.9998114077976504,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-04-11,-0.9312762728963812,-0.91819674831806,0.2838499299789864,-0.3396896407076045,-0.8297399256896896,-0.9387042649372156,-0.4853622465324244,-0.6818585881654065,-0.7994547628755331,-1.0394577927423132,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-04-21,-0.9194564805660684,-0.905148303121758,0.8081401568062304,-0.3363141559575252,-0.8294377733821168,-0.8865380246713268,-0.4853622465324244,-0.686383451192289,-0.7994547628755331,-1.0634743528530226,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-05-01,-0.9092284654263708,-0.8938570983960187,1.1767817225441362,-0.2890573694564153,-0.8360095860718242,-0.7777084544614552,-0.4853622465324244,-0.6992340621886356,-0.7994547628755331,-1.0745295948087457,-0.3531739303254291,-0.3758321773052126,-0.2384539918963309
2003-05-11,-0.8986956418884702,-0.8823041770044506,1.3619217088925064,-0.2671167185809001,-0.8457539979910457,-0.6216594426315981,-0.4853622465324244,-0.712627656748208,-0.7994547628755331,-1.068811366210958,-0.2771398897630523,-0.2743650616056186,-0.2384539918963309
2003-05-21,-0.9096348766239748,-0.8944553079179122,1.1800585364618064,-0.2654289762058605,-0.8741563149028849,-0.5038356930655389,-0.4853622465324244,-0.7450256760206874,-0.7990895068703119,-1.062330707133465,-0.1902438434060502,-0.2489982826807201,-0.2384539918963309
2003-06-01,-0.936153207267628,-0.9237675744906928,0.8228858194357466,-0.2755554304560983,-0.8990083422007441,-0.4970900585483981,-0.4853622465324244,-0.7949801638374712,-0.7990895068703119,-1.0730047338493356,-0.2011058492006754,-0.2997318405305171,-0.2384539918963309
2003-06-11,-0.9459070760101213,-0.9349466149310772,0.6017008799930031,-0.295808338956574,-0.8984040375855985,-0.4746046101579287,-0.4853622465324244,-0.8378758653323181,-0.7974458548468168,-1.079866608166681,-0.2418383709305202,-0.3504653983803141,-0.2384539918963309
2003-06-21,-0.9204047733604775,-0.9108686816748646,0.4870123928745435,-0.3008715660816928,-0.8667535833673523,-0.3608282413021539,-0.4255197651623568,-0.8507264763286646,-0.7879491987110672,-1.071861088129778,-0.2717088868657397,-0.2997318405305171,-0.2328548619337238
2003-07-01,-0.8498246953766035,-0.8437944390325574,0.411645672768127,-0.295808338956574,-0.805567741083869,-0.1620568775304051,-0.2239450910737082,-0.8585092407349028,-0.7380917539983821,-1.005148421155586,-0.2499848752764891,-0.0460640512815321,-0.2188570370272059
2003-07-11,-0.7624124202919688,-0.771037205932262,0.2985955926085026,-0.3295631864573667,-0.7605470472555281,0.0600993525674317,0.0012516151347038,-0.8673779722675925,-0.6867732852648125,-0.8675297195688236,0.0324272753837677,0.3851711904417423,-0.1628657374011344
2003-07-21,-0.5930405536905514,-0.6331872992309318,0.2084832098725699,-0.3295631864573667,-0.678739309980204,0.4855240361151113,0.2469207491802443,-0.8136225995082275,-0.6241318803693876,-0.6395630061370127,0.6081135824989068,0.9178735478646108,-0.0592818330929021
2003-08-01,-0.3186791277081315,-0.4037365594896612,0.1511389663133401,-0.3329386712074459,-0.5417132384959586,1.1771764286059478,0.5634559795850753,-0.6691889716901352,-0.5479760032807807,-0.2648284253619789,1.4743585446202716,1.3491087895878853,0.1058925008040086
2003-08-11,-0.0686346383823438,-0.1735380578460238,0.0724954322892536,-0.3380018983325649,-0.3743963981775443,1.7379635114642529,0.8595187821527781,-0.5406828617266697,-0.4749248022365535,0.1426906660403722,2.538835112493547,1.2476416738882912,0.202477492658982
2003-08-21,0.0886126274905576,0.0045040511075251,0.0069591539358481,-0.3380018983325649,-0.1952200797868992,1.9493267263346643,1.0736918733719671,-0.4536244970894487,-0.4073524412706432,0.4678672656345775,3.122667923954656,0.7403060953903213,0.1226898906918301
2003-09-01,0.1885559145013122,0.1460179911304531,-0.0749611940059087,-0.3396896407076045,-0.0168746802420793,2.001043257632744,1.1949516382534198,-0.3633082310728723,-0.3810540088947214,0.7675024441586636,3.2367189847982205,0.4105379693666408,-0.1040748727937593
2003-09-11,0.115232560933612,0.1168552769381455,-0.1912880880832034,-0.3396896407076045,-0.0164969898576135,1.7595495419191034,1.2595185260474402,-0.3348920912640495,-0.410822373320244,0.8799609399151591,2.1179323879518184,0.0046695065682648,-0.2146576895552505
2003-09-21,-0.0236923334473147,-0.000206848877386,-0.3158070169546739,-0.3396896407076045,-0.1322213236579794,1.3350242763070423,1.1225107397528118,-0.3303672282371669,-0.4221453094820992,0.9203697553395268,0.5429415477311551,-0.3758321773052126,-0.2370542094056791
2003-10-01,-0.2074917975636698,-0.1776881364041599,-0.4583484223733308,-0.3396896407076045,-0.3410841062676478,0.7364616401527492,0.9272352742294334,-0.3689190612262066,-0.4427822737770934,0.9420990240111208,-0.1060632984977043,-0.4265657351550096,-0.2384539918963309
2003-10-11,-0.3018130630075704,-0.2687655361124433,-0.5500992120680985,-0.3396896407076045,-0.43089887969365,0.3209305538968759,0.6988889637383862,-0.3765208311113694,-0.45775776999116,0.9470548221292036,-0.2554158781738018,-0.4265657351550096,-0.2384539918963309
2003-10-21,-0.3471617791402036,-0.309182066935372,-0.5484608051092633,-0.3396896407076045,-0.4338448646924843,0.034915650370106,0.4973142896497376,-0.3859325462072852,-0.4897176704480095,0.9318062125351028,-0.3151569100442407,-0.4265657351550096,-0.2384539918963309
2003-11-01,-0.4288842974583839,-0.3884822166813774,-0.5517376190269336,-0.3396896407076045,-0.4438914289192784,-0.1854417438564932,0.2847160005718659,-0.4416788586984786,-0.578292251714135,0.7164196020184248,-0.3531739303254291,-0.4265657351550096,-0.2384539918963309
2003-11-11,-0.5045445154123064,-0.4643052735813768,-0.5533760259857687,-0.3396896407076045,-0.4568084400680139,-0.3405913377507317,-0.0034727912892488,-0.4881944506148316,-0.6522565927714151,0.4663424046751674,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-11-21,-0.5427471679870712,-0.5036375496458735,-0.5402687703150877,-0.3396896407076045,-0.4547689119918977,-0.4323319671838464,-0.2160710803671204,-0.4892804177412835,-0.6756329771055678,0.2452375655607019,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-12-01,-0.5120292549681779,-0.470436921180785,-0.5107774450560553,-0.3396896407076045,-0.3955470597076373,-0.4269354595701339,-0.2522915296174244,-0.4168826093111621,-0.6898779613091921,0.1735691004684268,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-12-11,-0.4582813740850647,-0.4118497761303416,-0.4681788641263416,-0.3396896407076045,-0.3239369628128939,-0.3954558318234767,-0.253866331758742,-0.3097338528345825,-0.69882673343711,0.1834806967045925,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2003-12-21,-0.4132713339504348,-0.361188907244987,-0.4223034692789578,-0.3396896407076045,-0.2658481816820314,-0.3837633986604328,-0.2381183103455663,-0.2217705155919848,-0.7026619214919319,0.2269392340477806,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-01-01,-0.3889543972938025,-0.3324000740038629,-0.3715128535550686,-0.3396896407076045,-0.2314783566956302,-0.4611133411236471,-0.2459923210521541,-0.1175176714526101,-0.7059492255389221,0.2189337140108776,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-01-11,-0.4095458979723992,-0.3512436739435077,-0.3600440048432226,-0.3396896407076045,-0.2419781493837836,-0.5685937844300906,-0.2822127703024582,-0.0874725809541097,-0.7132543456433448,0.146121603199045,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-01-21,-0.4684416540251616,-0.4110272380377381,-0.3502135630902118,-0.3396896407076045,-0.2946281889783363,-0.6706777201228213,-0.334181240965938,-0.1068389947091671,-0.7333434259305074,-0.0105578603803435,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-02-01,-0.5125034013653824,-0.4574632521747199,-0.3403831213372009,-0.3396896407076045,-0.3311130801177468,-0.7174474527749974,-0.4239449630210393,-0.1176986659736854,-0.7519714821967853,-0.1683809696792896,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-02-11,-0.561983964673655,-0.5108908400988321,-0.342021528296036,-0.3396896407076045,-0.3738676316392921,-0.761069222652508,-0.4837874443911069,-0.1450288386560562,-0.7705995384630633,-0.3475521324099772,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-02-21,-0.6017445268392346,-0.5544853590068198,-0.3371063074195307,-0.3396896407076045,-0.3997771920136559,-0.8015430297553527,-0.4853622465324244,-0.1805037647868158,-0.7892275947293411,-0.5149056227052364,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-03-01,-0.6377796530267786,-0.5942662922127369,-0.3043381682428279,-0.3396896407076045,-0.4277262804641361,-0.8244781871136314,-0.4853622465324244,-0.2411369293470423,-0.795619574820711,-0.6346072080189298,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-03-11,-0.6784207727871667,-0.6391320063547483,-0.2273330411775764,-0.3312509288324063,-0.4651931666031579,-0.8267267319526784,-0.4853622465324244,-0.3195075569726489,-0.7979937388546484,-0.7581209457311485,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-03-21,-0.7091725534058604,-0.6731925610075588,-0.0634923452940627,-0.2772431728311379,-0.4949551688990745,-0.8127857539505874,-0.4853622465324244,-0.3957062503453516,-0.7989068788677013,-0.8579993385725105,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-04-01,-0.7423628012101773,-0.7097955061284165,0.1052635714659564,-0.235049613455147,-0.5307602173464462,-0.7970459400772589,-0.4853622465324244,-0.4775157738713887,-0.7992721348729225,-0.9391981846610988,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-04-11,-0.7622769498927675,-0.731891870343357,0.4149224866857972,-0.2181721897047506,-0.5577273107973149,-0.7822055441395491,-0.4853622465324244,-0.5423118124163474,-0.7992721348729225,-0.9788445696057616,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-04-21,-0.7604142319037497,-0.731443213201937,0.8081401568062304,-0.2046702507044335,-0.5493425842621709,-0.7592703867812705,-0.4853622465324244,-0.5966101687389385,-0.7992721348729225,-1.0177285240707192,-0.3450274259794602,-0.4265657351550096,-0.2384539918963309
2004-05-01,-0.7686779262550286,-0.7419492679301913,1.1784201295029717,-0.2198599320797902,-0.5607488338730424,-0.7178971617428068,-0.4853622465324244,-0.6706369278587375,-0.7992721348729225,-1.0447948061002486,-0.2581313796224581,-0.4265657351550096,-0.2384539918963309
2004-05-11,-0.7929271277120601,-0.7706633249810787,1.329153569715804,-0.2333618710801074,-0.6012372430877918,-0.6526893614104459,-0.4853622465324244,-0.7537134130323019,-0.7994547628755331,-1.064999213812433,-0.1793818376114249,-0.4265657351550096,-0.2384539918963309
2004-05-21,-0.8539904101520434,-0.8385227176208712,1.1472903972851036,-0.2637412338308208,-0.6971706007421422,-0.6248074054062639,-0.4853622465324244,-0.8509074708497399,-0.7994547628755331,-1.0779605319674186,-0.1087787999463606,-0.4265657351550096,-0.2384539918963309
2004-06-01,-0.9345275624772124,-0.926945562575752,0.8015865289708897,-0.3160612474570495,-0.8239990318458071,-0.645943726893305,-0.4853622465324244,-0.9341649505443796,-0.7994547628755331,-1.0874909129637316,-0.1060632984977043,-0.4265657351550096,-0.2384539918963309
2004-06-11,-0.9816035261996618,-0.9796253885974974,0.4788203580803677,-0.3396896407076045,-0.8940983672026868,-0.6810210263824372,-0.4837874443911069,-0.983938443840088,-0.7992721348729225,-1.0909218501224045,-0.1196408057409859,-0.4265657351550096,-0.2384539918963309
2004-06-21,-1.0099507072325329,-1.010881836116432,0.1282012688896483,-0.3396896407076045,-0.9363996902628728,-0.713400072064713,-0.4790630379671541,-0.9949791096256816,-0.7978111108520379,-1.0844411910449114,-0.1712353332654559,-0.4265657351550096,-0.2384539918963309
2004-07-01,-1.0334209538941568,-1.0363431288920235,-0.2060337507127196,-0.3396896407076045,-0.972431352940924,-0.7822055441395491,-0.4585906101300257,-0.9933501589360038,-0.7906886187502258,-1.06461799857258,-0.2391228694818638,-0.4265657351550096,-0.2370542094056791
2004-07-11,-1.0688125956854948,-1.0743668216273785,-0.5435455842327579,-0.3396896407076045,-1.0287827583032432,-0.885638606735708,-0.453866203706073,-0.9891872849512718,-0.786305546687572,-1.044413590860396,-0.3097259071469281,-0.4265657351550096,-0.2370542094056791
2004-07-21,-1.0804291824170056,-1.0861440715896562,-0.7385160123341393,-0.3396896407076045,-1.0552966232927528,-0.961189713327685,-0.4444173908581676,-0.9700018657172896,-0.7795483105909811,-1.000955053517208,-0.326018915838866,-0.4265657351550096,-0.2370542094056791
2004-08-01,-1.0554010261645668,-1.0601967335775262,-0.8073291046052151,-0.3396896407076045,-1.0364876421463487,-0.954444078810544,-0.4270945673036744,-0.9224003066744848,-0.7722431904865583,-0.9529219332957896,-0.2907173970063339,-0.4265657351550096,-0.2370542094056791
2004-08-11,-1.0056833896576918,-1.005460562324272,-0.8499276855349286,-0.3396896407076045,-0.96759691601976,-0.909023473061796,-0.406622139466546,-0.8706358736469479,-0.7623812783455878,-0.9064136740337816,-0.2825708926603649,-0.4265657351550096,-0.2342546444243755
2004-08-21,-0.9091945978265704,-0.9019703150366992,-0.8843342316704664,-0.3396896407076045,-0.8425058606846385,-0.8163834256930624,-0.3310316366833028,-0.7881023720366096,-0.7315171459044018,-0.8042479897533041,-0.3423119245308039,-0.4265657351550096,-0.2356544269150273
2004-09-01,-0.7752482406162915,-0.761091972630783,-0.889249452546972,-0.3396896407076045,-0.6655956846007892,-0.7003585119982407,-0.2034726632365798,-0.6847545005026113,-0.6595617128758378,-0.7451596275761626,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-09-11,-0.7074114382162435,-0.6921857133276769,-0.9007183012588179,-0.3396896407076045,-0.584543328094397,-0.6603344138632053,-0.1326065668772893,-0.6282842099271166,-0.6098868961657633,-0.7295298027422089,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-09-21,-0.6876666275326551,-0.6740150991001621,-0.8990798942999828,-0.3396896407076045,-0.5594646865658581,-0.6895654967708156,-0.1215829518880663,-0.6241213359423846,-0.5841363477976732,-0.7154248388676655,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-10-01,-0.7223809173279866,-0.7128987180232389,-0.8843342316704664,-0.3396896407076045,-0.6012372430877918,-0.7920991414313556,-0.1641026097036406,-0.6786006867860509,-0.5824926957741781,-0.7078005340706149,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-10-11,-0.7493395267690439,-0.7412015060278244,-0.841735650740753,-0.3396896407076045,-0.6310747834606016,-0.8667508300877138,-0.2286694974976609,-0.7249352841813287,-0.5704392476018806,-0.7070381035909099,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-10-21,-0.7473752059806252,-0.7380235179427653,-0.771284151510842,-0.3396896407076045,-0.6289597173075924,-0.8537092700212416,-0.3294568345419852,-0.7432157308099343,-0.5421319071972425,-0.6994137987938593,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-11-01,-0.7370794556413269,-0.7229935037051914,-0.6123586765038338,-0.3396896407076045,-0.6185354626963322,-0.7520750432963202,-0.4097717437491812,-0.7542563965955278,-0.5213123148996378,-0.7039883816720897,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-11-11,-0.7310510228768693,-0.712263120406227,-0.4714556780440119,-0.3396896407076045,-0.6041832280866262,-0.5861324341746567,-0.4727638294018838,-0.7547993801587538,-0.5603947074582993,-0.7138999779082553,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-11-21,-0.7366391768439227,-0.7151420037303395,-0.3813432953080794,-0.3396896407076045,-0.5936078973215797,-0.4507700348640313,-0.4853622465324244,-0.7580572815381093,-0.6403857726017282,-0.7264800808233888,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-12-01,-0.6976575694737505,-0.674762861002529,-0.3731512605139037,-0.3396896407076045,-0.5384651011895516,-0.3140585086499777,-0.4853622465324244,-0.7053878759051959,-0.6685104850037557,-0.7257176503436836,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-12-11,-0.6658558932612468,-0.6396554396864051,-0.3731512605139037,-0.3396896407076045,-0.4902718081316967,-0.2457027455429509,-0.4853622465324244,-0.6471076401189482,-0.6876864252778654,-0.7257176503436836,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2004-12-21,-0.6503784001524989,-0.6152784016692455,-0.4059193996906065,-0.3396896407076045,-0.456883978144907,-0.2389571110258102,-0.4853622465324244,-0.5841215467847425,-0.7008356414658262,-0.7234303589045685,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-01-01,-0.6188476647383978,-0.5752731398926185,-0.4321339110319686,-0.3396896407076045,-0.4000038062443355,-0.2272646778627662,-0.4853622465324244,-0.4968821876264462,-0.7165416496903351,-0.7341043856204393,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-01-11,-0.6214216023232225,-0.5763947827461687,-0.44851798062032,-0.3396896407076045,-0.3902593943251141,-0.2866262616136053,-0.4853622465324244,-0.4673800806911718,-0.7355349619618342,-0.7501154256942454,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-01-21,-0.6308706626675127,-0.5866391208085948,-0.4403259458261442,-0.3396896407076045,-0.3889752470179299,-0.3356445391048282,-0.4853622465324244,-0.4608642779324609,-0.759276602301208,-0.7783253534433324,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-02-01,-0.636763625032769,-0.5930698731689499,-0.4206650623201226,-0.3396896407076045,-0.3873889474031729,-0.3653253309802479,-0.4853622465324244,-0.456158420384503,-0.776626262549212,-0.7973861154359587,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-02-11,-0.6651446736654401,-0.6244010968781211,-0.4026425857729361,-0.3396896407076045,-0.411787746239673,-0.4552671245421252,-0.4853622465324244,-0.4800496971664429,-0.7892275947293411,-0.8454192356573772,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-02-21,-0.6966415414797408,-0.6591720253381801,-0.3862585161845848,-0.3396896407076045,-0.4437403527654922,-0.5474574629430494,-0.4853622465324244,-0.5084658369752657,-0.7958022028233217,-0.8907838491998278,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-03-01,-0.7267498377022281,-0.692410041898387,-0.3502135630902118,-0.3396896407076045,-0.4824158481348051,-0.6095173005007448,-0.4853622465324244,-0.5339860644468835,-0.7985416228624801,-0.9304302341444906,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-03-11,-0.7588563223129349,-0.7277791798803394,-0.3141686099958388,-0.3363141559575252,-0.5220733385037294,-0.6832695712214841,-0.4853622465324244,-0.5517235275122632,-0.7992721348729225,-0.999430192557798,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-03-21,-0.7762642686103012,-0.747034048866286,-0.2781236569014658,-0.3143735050820099,-0.5404290911887744,-0.7313884307770885,-0.4853622465324244,-0.5658411001561369,-0.7992721348729225,-1.0447948061002486,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-04-01,-0.7885582073378186,-0.760680703584481,-0.233886669012917,-0.2586780067057019,-0.5583316154124603,-0.7624183495559361,-0.4853622465324244,-0.5767007714206551,-0.7992721348729225,-1.0672865052515477,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
2005-04-11,-0.8017665712599447,-0.7752620606806349,-0.1437742862769844,-0.2063579930794731,-0.5824282619413877,-0.7660160212984112,-0.4853622465324244,-0.5955242016124866,-0.7992721348729225,-1.079866608166681,-0.3586049332227418,-0.4265657351550096,-0.2384539918963309
