date,cumulative_rainfall,cumulative_rainfall_ssd,cumulative_rainfall_ceq,cumulative_rainfall_eeq,cumulative_rainfall_jon,cumulative_rainfall_lak,cumulative_rainfall_nbg,cumulative_rainfall_uni,cumulative_rainfall_upn,cumulative_rainfall_war,cumulative_rainfall_wbg,cumulative_rainfall_weq,cumulative_rainfall_aby
2006-08-01,-1.010138719,-0.6273035657,-1.106741001,0.9044135053,1.012484442,-0.4494208038,1.035351899,1.070204618,1.114708311,1.02967719,-1.092094522,-1.100235109,1.078227139
2006-08-11,-0.9131507038,-0.404695375,-1.087473523,0.9325518858,1.097273484,-0.2764106366,1.107548967,1.114462769,1.129369043,1.121496233,-1.044259414,-1.080909293,1.104301497
2006-08-21,-0.8336146934,-0.2451374062,-1.069856767,0.9314878757,1.171372033,-0.1836072694,1.161115695,1.139756953,1.147170636,1.201204257,-1.007397407,-1.072079056,1.116189007
2006-09-01,-0.7715945543,-0.1380821305,-1.054762347,0.9247822377,1.200828269,-0.1071053599,1.181096184,1.164070062,1.151518641,1.239598296,-0.9767734679,-1.057901039,1.128133617
2006-09-11,-0.7007285465,0.05511103987,-1.033104828,0.9510715487,1.260439629,0.05741952046,1.24810596,1.202655618,1.153448595,1.334202674,-0.9309802308,-1.036025124,1.147164717
2006-09-21,-0.6470998282,0.1639500099,-1.009249948,0.9354343733,1.303222801,0.1757098943,1.272746513,1.240575042,1.152324428,1.359722482,-0.907085757,-1.022288975,1.170579389
2006-10-01,-0.6320185899,0.1836486335,-1.008998951,0.9228719808,1.307053723,0.184015702,1.263034237,1.246405975,1.15527613,1.367802928,-0.906170193,-1.013601911,1.16841511
2006-10-11,-0.599700623,0.2010776475,-1.006801064,0.89264779,1.293628459,0.1364804131,1.266141672,1.248089375,1.158249452,1.34793333,-0.8849882317,-1.006017531,1.175719532
2006-10-21,-0.5307921844,0.4000875589,-0.9785582268,0.9247115793,1.341843059,0.2548914868,1.346225806,1.274338685,1.166002627,1.413093707,-0.8350812302,-0.9821062324,1.195038616
2006-11-01,-0.5738120824,0.2833076655,-0.9884969631,0.8870523722,1.316027105,0.1601611922,1.299973944,1.245098049,1.151533008,1.351676118,-0.8596825109,-0.9846194111,1.176660823
2006-11-11,-0.6244291122,0.167366719,-0.9860723855,0.9103887936,1.276605748,0.01778911233,1.253722082,1.21425167,1.135429404,1.287532602,-0.8848478928,-0.9951546011,1.158283031
2006-11-21,-0.6746265285,0.05691746244,-0.9898861954,0.9522264544,1.237486501,-0.1180639495,1.20747022,1.183537118,1.11950836,1.223383111,-0.9100132748,-1.005149779,1.139905239
2006-12-01,-0.7349510385,-0.08694112227,-1.000624816,0.9462702826,1.180962711,-0.261216545,1.161218358,1.152683864,1.103495714,1.15923362,-0.9351786567,-1.016435639,1.121527447
2006-12-11,-0.8025693896,-0.2455054892,-1.019476494,0.9250518526,1.116687805,-0.4040340807,1.114966496,1.121841864,1.087241149,1.095094558,-0.9603440386,-1.027979923,1.103149654
2006-12-21,-0.8720673535,-0.4094994083,-1.039600979,0.8882492222,1.054610961,-0.5473333588,1.068714634,1.09098861,1.070969908,1.030945067,-0.9855094206,-1.039453829,1.084771862
2007-01-01,-0.9463599736,-0.5825578077,-1.060757556,0.8360548711,0.9872811426,-0.6907332299,1.022462772,1.060135357,1.054698666,0.9667955756,-1.010674803,-1.051009652,1.06639407
2007-01-11,-1.019322571,-0.7540368504,-1.081914133,0.7865828733,0.9210849131,-0.8341331009,0.9762109097,1.029282103,1.038427424,0.9026460846,-1.035840184,-1.062565475,1.048016278
2007-01-21,-1.092968903,-0.9260875791,-1.103037987,0.7361562601,0.8540557131,-0.9771395255,0.9299876835,0.9984288491,1.022158979,0.8385083415,-1.06100112,-1.074056104,1.029697527
2007-02-01,-1.157190066,-1.078372669,-1.117393039,0.718018908,0.7946493182,-1.120530696,0.8837358214,0.9675755954,1.005891341,0.7743588505,-1.086166502,-1.085436621,1.011319735
2007-02-11,-1.228901538,-1.24899243,-1.137635142,0.6689370593,0.7282677719,-1.263680194,0.8374839594,0.9367371014,0.9896251934,0.7102093595,-1.111331461,-1.096845002,0.9929419425
2007-02-21,-1.288294162,-1.386780828,-1.150304596,0.6267570566,0.6770633054,-1.366892675,0.7917508529,0.9059480874,0.9733587989,0.6489193759,-1.134921046,-1.100971585,0.9745687165
2007-03-01,-1.349550655,-1.52784845,-1.166927965,0.6165221074,0.6152358501,-1.501537169,0.7454989909,0.8756633116,0.9570875571,0.5971101563,-1.156463831,-1.109944903,0.9561909242
2007-03-11,-1.391135165,-1.643094765,-1.176232446,0.6184421067,0.5663855026,-1.636294479,0.7069020004,0.8448240157,0.9422745323,0.5370846744,-1.175671089,-1.115253437,0.9378159063
2007-03-21,-1.434454173,-1.778561848,-1.192916288,0.5837081457,0.5160513086,-1.754552776,0.6654147331,0.81413016,0.9262670447,0.4857257418,-1.193998963,-1.122253855,0.919438114
2007-04-01,-1.473768541,-1.89716767,-1.198887344,0.5384429176,0.4649826231,-1.827839769,0.6226441566,0.7917639267,0.9123500137,0.4458055788,-1.212297764,-1.126657693,0.9014282564
2007-04-11,-1.476704977,-1.891396875,-1.189219731,0.59311929,0.4603285819,-1.805399058,0.5956210654,0.7777715671,0.9034269988,0.4476439493,-1.218134348,-1.121829125,0.8870641427
2007-04-21,-1.472890093,-1.876410492,-1.179224409,0.5882591025,0.4617589202,-1.736687496,0.5931936444,0.7688029641,0.8936966011,0.4507002131,-1.213556663,-1.112400715,0.8782591262
2007-05-01,-1.473433331,-1.876359939,-1.176264687,0.5678926137,0.4470230436,-1.742631346,0.5974133998,0.7715618479,0.8871843014,0.4540828005,-1.205489162,-1.105474979,0.8739815341
2007-05-11,-1.449519219,-1.818796817,-1.157087189,0.5948374601,0.4713041351,-1.679556972,0.5956410519,0.7637619687,0.886251103,0.4374895045,-1.194754993,-1.096285673,0.8683333253
2007-05-21,-1.420747682,-1.718287823,-1.124412817,0.6199410856,0.4971411162,-1.568635314,0.6151807403,0.7633790734,0.8837072827,0.4616803725,-1.179155249,-1.07829738,0.8657532418
2007-06-01,-1.351499988,-1.53880336,-1.092018006,0.6486777321,0.5538669452,-1.338290168,0.6612855082,0.7901765096,0.8833133968,0.5371917521,-1.144345108,-1.056116047,0.8798862868
2007-06-11,-1.293151494,-1.381163486,-1.07797388,0.6988316536,0.6418334299,-1.191780453,0.690610803,0.816667728,0.8949868681,0.5904163621,-1.129110092,-1.043379315,0.8887375843
2007-06-21,-1.259530289,-1.302884454,-1.073638013,0.7033754578,0.6649429476,-1.120786216,0.721254618,0.8454109201,0.8993126536,0.6277645665,-1.108979848,-1.038468549,0.9052095648
2007-07-01,-1.224522024,-1.18405754,-1.064317888,0.7330309354,0.7607959221,-1.041242324,0.7125342859,0.8855125908,0.9116292139,0.6535005535,-1.106373271,-1.030264816,0.9108052367
2007-07-11,-1.156559276,-1.059409768,-1.056011822,0.7002611622,0.7790145196,-0.9523609886,0.7614475493,0.9218408673,0.9282527412,0.7236925967,-1.065639252,-1.018386257,0.9250849718
2007-07-21,-1.049185074,-0.8160019686,-1.02858791,0.7600035999,0.8686003645,-0.7279482481,0.8349274502,0.9715663016,0.9456237784,0.804017251,-1.024350796,-0.9985781067,0.9497077209
2007-08-01,-0.973258564,-0.6381153776,-0.9966107795,0.7954949269,0.9384522908,-0.5907893403,0.8667103783,1.000291265,0.9527866554,0.8776602308,-0.9840623059,-0.9853547055,0.9681125652
2007-08-11,-0.8973831651,-0.4687394989,-0.9667990127,0.8516392646,1.00285239,-0.4892090651,0.9190933941,1.021526535,0.9618867707,0.9162034423,-0.9561697546,-0.9693189129,0.9798949462
2007-08-21,-0.7889287543,-0.2477230717,-0.9438324063,0.8783768148,1.062692378,-0.3537627856,1.0015846,1.065112375,0.980503611,1.007228476,-0.8984689388,-0.952118983,1.003098017
2007-09-01,-0.7260831441,-0.08802201569,-0.9164104777,0.9387530841,1.151075583,-0.2626227452,1.026352602,1.078224785,0.9865284127,1.032681545,-0.8770479595,-0.9365699908,1.013939435
2007-09-11,-0.6519816159,0.07688578181,-0.8994249866,0.9611996113,1.211614617,-0.1468053394,1.079504423,1.106695081,0.9915569074,1.100941011,-0.8418339343,-0.9170560041,1.030264351
2007-09-21,-0.6211794665,0.1508316129,-0.8934583366,0.9656692942,1.231269644,-0.08523028335,1.095706271,1.119397173,0.9967400621,1.134648451,-0.8277467076,-0.9049408239,1.027943267
2007-10-01,-0.5884759462,0.2282513288,-0.8840428957,0.9819768175,1.266381426,-0.02672242536,1.100635605,1.131992512,1.001231531,1.153396341,-0.8150193398,-0.8947814133,1.025113471
2007-10-11,-0.5785932492,0.2247948656,-0.8843237131,0.957539105,1.240829778,-0.07193631275,1.102495475,1.13820573,1.000364164,1.154040432,-0.801529541,-0.8909901747,1.028069266
2007-10-21,-0.5744961926,0.2147911054,-0.8848595788,0.9328454331,1.213119365,-0.1297125111,1.126263148,1.125716644,1.00176884,1.155975574,-0.7898706438,-0.8893664446,1.034346273
2007-11-01,-0.5932592349,0.1711378655,-0.8822361119,0.9471466848,1.202816661,-0.2108230497,1.099000187,1.108086455,0.9934676533,1.112677858,-0.7986589894,-0.8900549912,1.02572665
2007-11-11,-0.6235864945,0.09444635501,-0.8918154873,0.9104011024,1.183004005,-0.3040731121,1.059721012,1.082593045,0.9799749834,1.068522321,-0.798102949,-0.8895503069,1.007607898
2007-11-21,-0.690638307,-0.06543627372,-0.9115616067,0.8774238935,1.125979667,-0.4474729832,1.01346915,1.051739791,0.9637536539,1.00437283,-0.8232683309,-0.9010615786,0.9892301055
2007-12-01,-0.7579232486,-0.2336989364,-0.9313377064,0.8344735374,1.059193459,-0.5908728542,0.9672172884,1.020886538,0.9474837321,0.9402233393,-0.8484337129,-0.9124605576,0.9708523132
2007-12-11,-0.8302201508,-0.4025846214,-0.9501900501,0.7867975613,0.9942326682,-0.73418968,0.9209654264,0.9900332838,0.9312124903,0.8760738483,-0.8735990948,-0.9239889521,0.952474521
2007-12-21,-0.9039119683,-0.5756135436,-0.9713466274,0.734606304,0.926956152,-0.8775895511,0.8747135644,0.9591800301,0.9149412485,0.8119243573,-0.8987644768,-0.9355433539,0.9340967287
2008-01-01,-0.9756132649,-0.7486732168,-0.9924821088,0.6822669914,0.8596263334,-1.020989422,0.8284617023,0.9283267764,0.8986700067,0.7477748663,-0.9239298587,-0.9470770896,0.9157189365
2008-01-11,-1.037949068,-0.9145181615,-1.013356295,0.6374593933,0.7996697138,-1.164351464,0.7822098403,0.8974735227,0.8824331815,0.6836253753,-0.9490952406,-0.9582747569,0.8973411442
2008-01-21,-1.107979346,-1.080027384,-1.03197821,0.5891258695,0.735579962,-1.304181174,0.7359579783,0.8668415082,0.8662954204,0.6194835335,-0.9742587496,-0.9684271809,0.878963352
2008-02-01,-1.170231226,-1.232002816,-1.047074482,0.5684016417,0.6702547689,-1.445685017,0.6897151927,0.8359890994,0.8500248806,0.5553340425,-0.9994155977,-0.9774138733,0.8606405822
2008-02-11,-1.24134521,-1.400678637,-1.065426878,0.5183853027,0.6030726749,-1.588329766,0.6434638746,0.805135873,0.8337536388,0.4911958682,-1.02458098,-0.9879404906,0.8422711918
2008-02-21,-1.309828443,-1.569808618,-1.085925995,0.46635117,0.5360270921,-1.728491105,0.5972159932,0.7742845738,0.8174851558,0.4270684363,-1.049733073,-0.9978277978,0.8239070863
2008-03-01,-1.361480277,-1.709613311,-1.099847945,0.4159149691,0.4749758131,-1.861647754,0.5612715578,0.7439094676,0.8013161088,0.3659104429,-1.065168677,-1.002556095,0.8056403527
2008-03-11,-1.388705345,-1.770411087,-1.095999306,0.4224526869,0.4385488453,-1.879659704,0.5228017675,0.7193222521,0.7863504128,0.3357012874,-1.077017113,-0.9988256075,0.787526773
2008-03-21,-1.412308417,-1.803958798,-1.086177837,0.4387585,0.4261862272,-1.87029505,0.4824211804,0.693770522,0.7724265924,0.3111193626,-1.090894842,-0.9914486181,0.7703733706
2008-04-01,-1.429153658,-1.888819046,-1.08762886,0.4069537628,0.3785643687,-1.930574791,0.4557514935,0.6673445115,0.7580054169,0.2800892933,-1.099883867,-0.9897274248,0.757709278
2008-04-11,-1.419813309,-1.837609387,-1.05916216,0.4349379007,0.3811807947,-1.807375072,0.4432841732,0.6704869434,0.7527202769,0.3060397662,-1.095786664,-0.9812738418,0.7480749781
2008-04-21,-1.428208999,-1.868397748,-1.058906718,0.4203127221,0.3629295656,-1.833615035,0.432531399,0.6616546753,0.7463555769,0.2946765384,-1.097686308,-0.9791973638,0.7364923222
2008-05-01,-1.431655588,-1.889410381,-1.052092546,0.3892637462,0.346123898,-1.789406179,0.4320914685,0.6491408745,0.7382638277,0.2949342321,-1.097422656,-0.9750192429,0.7242336074
2008-05-11,-1.417531324,-1.882028458,-1.05054873,0.4020230864,0.3508193384,-1.776275674,0.4148324647,0.6391123078,0.7326421782,0.2830638857,-1.098191882,-0.9660582778,0.7107433809
2008-05-21,-1.357225118,-1.726820612,-1.021279206,0.4086274953,0.3946553293,-1.59788912,0.457164782,0.6489472725,0.7355078445,0.3654060117,-1.059410669,-0.9464233797,0.7115322728
2008-06-01,-1.30012105,-1.604703237,-0.9880233695,0.4480002619,0.4176565014,-1.481252283,0.4912534718,0.654603768,0.7332778882,0.3805723561,-1.038857945,-0.9249796102,0.7209407116
2008-06-11,-1.255441078,-1.526566814,-0.9841095304,0.4262884181,0.4183916711,-1.370368837,0.5065374406,0.6700172287,0.7336148496,0.4100453596,-1.017533525,-0.9026285272,0.7222572867
2008-06-21,-1.187231362,-1.411049326,-0.9687739221,0.4111549056,0.404981107,-1.273178477,0.5561897758,0.6776388493,0.7396880384,0.4545824224,-0.9695243571,-0.8823699341,0.7302960896
2008-07-01,-1.058372849,-1.096702535,-0.939648732,0.5236301084,0.5716623172,-1.025608114,0.6372669986,0.7352436062,0.7633570154,0.55527327,-0.9125394722,-0.8732178247,0.7549691849
2008-07-11,-0.9503671397,-0.8772251326,-0.9129270647,0.569616956,0.6337451521,-0.8340499646,0.6938516469,0.7489068118,0.7818655612,0.6503958827,-0.8585649876,-0.8541734853,0.7632231303
2008-07-21,-0.8858849416,-0.7450693256,-0.8870645513,0.5931403751,0.6761715728,-0.7602994228,0.7542481568,0.7643375365,0.7874654148,0.6798483412,-0.8265121358,-0.8426035826,0.7783252633
2008-08-01,-0.7638297308,-0.4735590744,-0.8658730167,0.6357535555,0.7599318457,-0.5259745412,0.8621279396,0.7988856205,0.8038389265,0.7838476767,-0.7486399766,-0.8218388461,0.7951878814
2008-08-11,-0.6423373213,-0.2108722102,-0.8387807797,0.675947855,0.8453416376,-0.365572684,0.9459758365,0.8385479939,0.8229791507,0.875543865,-0.6827658115,-0.7974350606,0.8113881732
2008-08-21,-0.5373401141,0.01513971718,-0.8157558262,0.6967974198,0.9218518902,-0.2195506156,1.017748289,0.8641729919,0.8491415736,0.9367492103,-0.6335917449,-0.7752735899,0.8343993772
2008-09-01,-0.4657704058,0.1855640685,-0.7892404581,0.7264163024,0.9734680051,-0.07455491456,1.076304297,0.9006969708,0.8560368436,1.009982767,-0.5956383565,-0.7606798453,0.8470296273
2008-09-11,-0.3622340319,0.4676766874,-0.7453562377,0.7904255343,1.105885983,0.1816707578,1.098947654,0.9366136257,0.8751421135,1.069442365,-0.5528077817,-0.7308304464,0.865318263
2008-09-21,-0.2954350153,0.6027946213,-0.7283884498,0.8163960362,1.145245987,0.2513289646,1.134587061,0.965607876,0.8810946349,1.130197893,-0.5167273152,-0.7191818948,0.8778395812
2008-10-01,-0.2482207099,0.7319020138,-0.7126444452,0.8269480026,1.19707284,0.3758646776,1.160189821,0.978993585,0.8889572425,1.169265647,-0.4925457834,-0.7015474261,0.8793958553
2008-10-11,-0.2217774647,0.7981888348,-0.6882927492,0.8422006439,1.223789532,0.4595116138,1.141561937,0.9743550682,0.8938854439,1.157247967,-0.4932796835,-0.6855829057,0.87289296
2008-10-21,-0.2290909901,0.7921584842,-0.6627699514,0.8768290462,1.230772512,0.4410944381,1.103620483,0.9555660725,0.8849616172,1.120714809,-0.5084018873,-0.6791102095,0.8580400689
2008-11-01,-0.2689339568,0.7008581302,-0.6590293807,0.9118743482,1.204350579,0.3377254064,1.057368621,0.9259070847,0.8691236514,1.059940278,-0.5332792993,-0.6850018756,0.8396622766
2008-11-11,-0.3273084842,0.550474464,-0.678452334,0.8734156973,1.152680582,0.2082871243,1.011116759,0.8951560873,0.8533030313,0.9959242918,-0.5581699754,-0.6928164324,0.8212844844
2008-11-21,-0.3945429606,0.3846181035,-0.6951305331,0.8289731768,1.086153798,0.06587562519,0.9648648972,0.8643028336,0.8371687768,0.9317748008,-0.5833353573,-0.703731795,0.8029066921
2008-12-01,-0.4553000999,0.2298241267,-0.711143021,0.7860582374,1.028451076,-0.06440811329,0.9202302542,0.8336393322,0.8210340534,0.8685173766,-0.6072815655,-0.7129320794,0.7846539568
2008-12-11,-0.5283970549,0.05759317472,-0.7322815241,0.7342233591,0.9616224761,-0.2077961835,0.8739783922,0.8027860785,0.804763903,0.8043678856,-0.6324469475,-0.7242530854,0.7662761646
2008-12-21,-0.5970480781,-0.1142064743,-0.7531135336,0.6829520315,0.8949584638,-0.3511811169,0.8277265301,0.7719328247,0.7884959246,0.7402183946,-0.6575970989,-0.7355977109,0.7478983723
2009-01-01,-0.6697893872,-0.286513336,-0.7742636683,0.6306127188,0.8276286451,-0.494580988,0.7814746681,0.741079571,0.7722246828,0.6760689036,-0.6827624808,-0.7467205636,0.7295205801
2009-01-11,-0.7421863911,-0.4576654712,-0.7944371265,0.578597761,0.7617313808,-0.637980859,0.7352228061,0.7102263173,0.755953441,0.6119194126,-0.7079278628,-0.7579467381,0.7111427878
2009-01-21,-0.7981183308,-0.6049349499,-0.8055769357,0.5467447777,0.702618754,-0.7723453912,0.6892451039,0.6803970127,0.7397217517,0.5495929813,-0.7329728144,-0.7656721212,0.6927649956
2009-02-01,-0.8669893207,-0.7745108613,-0.8254564518,0.4974070568,0.6354904256,-0.9155366313,0.6429932419,0.6495437589,0.7234505099,0.4854434903,-0.7581381963,-0.7763604353,0.6743872033
2009-02-11,-0.9258425013,-0.935143892,-0.8461392543,0.4463597647,0.5699945769,-1.056008891,0.5967413798,0.6186905052,0.7071913738,0.4212939993,-0.7833023464,-0.7821894958,0.6560094111
2009-02-21,-0.9741668167,-1.07651351,-0.8607589718,0.405978405,0.5116706322,-1.191618177,0.5504895178,0.5878372515,0.690926312,0.3575877621,-0.8054829406,-0.7852479965,0.6376316188
2009-03-01,-1.030688066,-1.214977105,-0.874422513,0.3659098131,0.4458752446,-1.299317926,0.5070782092,0.5584384859,0.6746550702,0.2993018867,-0.824991131,-0.7887189403,0.6192561935
2009-03-11,-1.085706891,-1.363195142,-0.8927773354,0.3287204862,0.3891486792,-1.416209108,0.4608263472,0.5279753067,0.6584856727,0.2363276319,-0.8497168404,-0.7951317495,0.600901303
2009-03-21,-1.127455622,-1.478748796,-0.9017890526,0.3343306022,0.3463085458,-1.539865921,0.4168651378,0.497122053,0.6429425958,0.1738382262,-0.8724773755,-0.8003795316,0.5825235107
2009-04-01,-1.127844436,-1.478770329,-0.8885244945,0.3534786744,0.335967101,-1.473160415,0.3874554283,0.4805413823,0.6299711244,0.1719327396,-0.87621437,-0.7902121548,0.5675921551
2009-04-11,-1.116013477,-1.440147615,-0.8677651896,0.4083948315,0.3484857945,-1.384179343,0.3754768513,0.4647518383,0.6193655482,0.1761079533,-0.8712089323,-0.7843832735,0.5545682645
2009-04-21,-1.098818631,-1.401678589,-0.8556904465,0.4089443554,0.345798471,-1.310887458,0.3861315894,0.4578712915,0.612862893,0.20390752,-0.8551058359,-0.7748704358,0.5435773858
2009-05-01,-1.10213068,-1.449770814,-0.8500966572,0.3958042596,0.3176748492,-1.373381384,0.3732223851,0.4367674317,0.6051551,0.160327587,-0.8555901586,-0.7750056971,0.5349491741
2009-05-11,-1.113854732,-1.490973049,-0.83841456,0.4120905005,0.2900707017,-1.393253853,0.3402500053,0.4124217502,0.5921817042,0.1136736094,-0.8654132767,-0.7690346493,0.517119813
2009-05-21,-1.103790747,-1.447981578,-0.8290057343,0.4276363114,0.2866630142,-1.30412268,0.334343352,0.4103970306,0.5856258777,0.1336201886,-0.8565416299,-0.7546568203,0.5074826075
2009-06-01,-1.065814387,-1.372925297,-0.8141240015,0.415523419,0.2863789883,-1.1470636,0.3421603666,0.4147473186,0.5863156143,0.1454814528,-0.8408974926,-0.7338466238,0.5060008849
2009-06-11,-0.991896805,-1.229339512,-0.7948983883,0.3909592944,0.2921108827,-1.031024041,0.4090612958,0.4364967931,0.5854853923,0.2225437657,-0.7785609681,-0.7136983455,0.5222751788
2009-06-21,-0.9159539836,-1.059233636,-0.7706498227,0.4388895552,0.3475920544,-0.8895634162,0.4444935157,0.4648843597,0.5938441547,0.295969256,-0.7486165276,-0.6963629081,0.5342547927
2009-07-01,-0.8555839006,-0.9629864765,-0.7681778807,0.4110583915,0.3465993923,-0.8361624261,0.487569272,0.4920309464,0.5971188007,0.3585216681,-0.6990698931,-0.6847886512,0.5442761813
2009-07-11,-0.8374910768,-0.9181318883,-0.7592071352,0.3994871652,0.3716088411,-0.8085149857,0.5013807531,0.4991605274,0.6031314035,0.3764588793,-0.6884980794,-0.6825963708,0.5464102947
2009-07-21,-0.770784123,-0.7890529322,-0.7525437537,0.3839791903,0.4009423353,-0.7107753355,0.5698027727,0.5282821381,0.613723654,0.4428364376,-0.6476913573,-0.6719001962,0.5737122934
2009-08-01,-0.693706915,-0.6278416189,-0.7329694945,0.3696042851,0.439657726,-0.611119747,0.6351562748,0.5529074678,0.6271560804,0.5069500881,-0.5969703035,-0.6563126761,0.6000022451
2009-08-11,-0.6010122323,-0.4364425594,-0.7256257158,0.3943152936,0.512561674,-0.5211015042,0.7557004557,0.5816055066,0.638643805,0.5874964444,-0.5300445303,-0.6519077799,0.6251765323
2009-08-21,-0.5363589769,-0.3139377969,-0.7199868352,0.3788281575,0.5296241363,-0.396700225,0.8179287484,0.611570505,0.6487793089,0.6430079295,-0.4860640525,-0.6414045764,0.6405493359
2009-09-01,-0.4770155015,-0.1844738372,-0.7112744482,0.3765495703,0.5715991133,-0.3139021802,0.8622409478,0.6393874094,0.6556681052,0.6908249828,-0.448167727,-0.626888752,0.6515229212
2009-09-11,-0.3978527228,0.02555474805,-0.6836221621,0.4099154689,0.6450677652,-0.05669613578,0.9063443997,0.6860336698,0.6691049381,0.7980644245,-0.4184334819,-0.6066709515,0.6726772176
2009-09-21,-0.3345996149,0.1790180138,-0.6711911406,0.4204042727,0.6892998043,0.0698879126,0.9553768104,0.7098266962,0.6786002435,0.8766221253,-0.3753674842,-0.5924044643,0.6861475872
2009-10-01,-0.297848404,0.2752288424,-0.6445554708,0.4440644244,0.7313125714,0.162779879,0.941664858,0.7133237001,0.6782225764,0.8790473196,-0.3658362528,-0.5726117447,0.6888753007
2009-10-11,-0.2786901011,0.2793300492,-0.6351895928,0.4337536431,0.7251701747,0.1517824441,0.9214116901,0.7089199958,0.6724362989,0.8685147472,-0.3626387786,-0.5627654622,0.6850084375
2009-10-21,-0.247112572,0.302869401,-0.6185267175,0.4093087403,0.7010112955,0.1175675256,0.9424249685,0.7113226325,0.6681187861,0.8651997648,-0.3447315864,-0.5518062986,0.6964825403
2009-11-01,-0.2593260845,0.2573683955,-0.6179050709,0.3835726881,0.6518579601,0.02872749469,0.9388001717,0.6871453634,0.6556520433,0.8312077207,-0.325099364,-0.5482923686,0.6880199881
2009-11-11,-0.3189774399,0.117131069,-0.6220746489,0.3451309953,0.5946263771,-0.09963207851,0.8926258113,0.6563062485,0.6394588519,0.7687207665,-0.3489324355,-0.5541425623,0.6696421958
2009-11-21,-0.3838786754,-0.03785439668,-0.6326981091,0.3152290932,0.5343560085,-0.243011477,0.8463739492,0.6254529948,0.6232110558,0.7045712755,-0.3740978175,-0.5654582931,0.6512644036
2009-12-01,-0.4448285254,-0.1829591342,-0.642602757,0.2901921401,0.4804166771,-0.3830289796,0.8001220872,0.5945997411,0.6069606808,0.6404217846,-0.3992631994,-0.5744463839,0.6328866113
2009-12-11,-0.507129122,-0.3326803359,-0.6548123196,0.2752979908,0.4175265024,-0.5251574252,0.7538702252,0.5637464874,0.5906913672,0.5763044689,-0.4243807374,-0.5848797631,0.6145088191
2009-12-21,-0.5699024446,-0.4825574714,-0.6721302633,0.26162078,0.3607276601,-0.6669163426,0.7076311054,0.5328945821,0.5744263631,0.5121627618,-0.4495459015,-0.5957252081,0.5961310268
2010-01-01,-0.6396425102,-0.6493947633,-0.6932703909,0.2248450809,0.2942283399,-0.8103162136,0.6613792434,0.502041816,0.5581688209,0.4480132708,-0.4747112834,-0.6072810308,0.5777532346
2010-01-11,-0.6950917217,-0.8099286989,-0.7088345314,0.1728650707,0.2270257584,-0.9517865153,0.6151275407,0.4712263488,0.5418975791,0.3839014894,-0.4997917837,-0.6139413763,0.5593754423
2010-01-21,-0.767942307,-0.9818510547,-0.729851292,0.1213206094,0.1610407553,-1.095127336,0.5688756787,0.440373095,0.5256266597,0.3197519984,-0.5249571657,-0.6254115817,0.5409976501
2010-02-01,-0.8359481985,-1.150968615,-0.7466405108,0.06898129679,0.09384559512,-1.238504969,0.5230434345,0.4096600803,0.509440969,0.2556146613,-0.5499302575,-0.6363729264,0.5226295781
2010-02-11,-0.8810884768,-1.270748951,-0.7364829775,0.06390652998,0.03599288622,-1.378605758,0.4767915725,0.3788283025,0.4931892459,0.1917436489,-0.5749078168,-0.6408228015,0.5042517859
2010-02-21,-0.9317646726,-1.384084914,-0.7374408677,0.07574600504,-0.02062802444,-1.493793395,0.4305420201,0.3485553998,0.4770200261,0.1315423042,-0.5982346493,-0.6446001813,0.4858774517
2010-03-01,-0.9844809479,-1.523015832,-0.7512509817,0.05911745002,-0.07829480621,-1.63647834,0.3851916682,0.3177021461,0.4607522823,0.06739281322,-0.6199504134,-0.651614478,0.4674996594
2010-03-11,-1.008797639,-1.586461906,-0.7567352906,0.02754247213,-0.1263469546,-1.634484847,0.3517444786,0.2926842488,0.4448729697,0.05621269198,-0.6212204795,-0.6435623528,0.4497245661
2010-03-21,-1.071688787,-1.735029024,-0.7727682103,0.02414131801,-0.1883618506,-1.777460769,0.3054926166,0.2621349846,0.4286161701,-0.007936799019,-0.6463858615,-0.6548110807,0.4313467738
2010-04-01,-1.110851478,-1.858037014,-0.7813492389,-0.01864879915,-0.2443453943,-1.877789869,0.2599717791,0.2339204144,0.4124607655,-0.05472178368,-0.6679895953,-0.6537045643,0.4130170485
2010-04-11,-1.127391198,-1.889147235,-0.7638674777,-0.02550766884,-0.287881256,-1.804974863,0.2254326546,0.2104955459,0.3974217792,-0.07122275362,-0.6772339511,-0.6403733131,0.3954760542
2010-04-21,-1.132383961,-1.89561009,-0.7497906386,-0.01648596717,-0.2955450976,-1.809140719,0.2146917309,0.1971993121,0.3868215776,-0.09092091381,-0.6799495381,-0.6330447248,0.3854036597
2010-05-01,-1.093507198,-1.769960815,-0.7194263792,0.005598906288,-0.252543181,-1.659922473,0.2308417953,0.2028096487,0.3878846794,-0.04044057724,-0.6645997351,-0.6111815324,0.3783194505
2010-05-11,-1.101563394,-1.778277731,-0.7035050892,0.03368423696,-0.2451471687,-1.701668288,0.1989280459,0.1969090332,0.3850945015,-0.05790731931,-0.6782602736,-0.610456531,0.3654227358
2010-05-21,-1.07391824,-1.71034668,-0.680231914,0.05048946341,-0.2468294459,-1.580683696,0.2105061444,0.2086007772,0.3819348369,-0.03726482342,-0.6669777455,-0.5976650982,0.3680396841
2010-06-01,-1.036079158,-1.627178601,-0.6592813357,0.04094364711,-0.2410889535,-1.50538621,0.2353972119,0.2287119974,0.379420687,0.027237745,-0.6414831426,-0.5850043635,0.3727008166
