date,cumulative_rainfall,cumulative_rainfall_ssd,cumulative_rainfall_ceq,cumulative_rainfall_eeq,cumulative_rainfall_jon,cumulative_rainfall_lak,cumulative_rainfall_nbg,cumulative_rainfall_uni,cumulative_rainfall_upn,cumulative_rainfall_war,cumulative_rainfall_wbg,cumulative_rainfall_weq,cumulative_rainfall_aby
2002-10-11,-0.8754449492,0.85459746,-1.370071524,2.295750129,2.405729918,1.125076824,1.835428087,1.962409965,1.805599673,2.063380266,-1.575465676,-1.539286278,1.781350054
2002-10-21,-0.8248587731,0.9482982124,-1.34266717,2.316654808,2.405594254,1.123988289,1.866820668,1.960990213,1.806888109,2.089284367,-1.542531302,-1.524586392,1.787202477
2002-11-01,-0.8452423125,0.9058047608,-1.3421363,2.321486686,2.37741337,1.022862254,1.858290522,1.940055999,1.798645991,2.048357248,-1.533008031,-1.527557858,1.776293869
2002-11-11,-0.872720594,0.855265902,-1.336713286,2.317214114,2.339561242,0.9156788676,1.842693019,1.912371241,1.784467377,1.996459073,-1.515198965,-1.528621898,1.758632111
2002-11-21,-0.9313707439,0.7099397906,-1.347171884,2.281647598,2.2756403,0.7916918081,1.796441157,1.881620455,1.768196135,1.932650959,-1.540128545,-1.533659063,1.740254319
2002-12-01,-0.9890704657,0.5614285218,-1.357047949,2.246201576,2.214404273,0.6671097387,1.750189295,1.85084163,1.751930343,1.869150708,-1.564943112,-1.541345992,1.721876527
2002-12-11,-1.052701808,0.4097635524,-1.375061285,2.240766229,2.150654601,0.5237150915,1.703937433,1.819988376,1.735659101,1.805001217,-1.590108494,-1.552736962,1.703498734
2002-12-21,-1.120986339,0.2492962845,-1.395939324,2.216657452,2.086724168,0.3804126381,1.657685571,1.789135122,1.71938786,1.740851726,-1.615273876,-1.564180328,1.685120942
2003-01-01,-1.195253524,0.07622616909,-1.417095902,2.164341021,2.019464591,0.2370127671,1.611433709,1.758281868,1.703116618,1.676702235,-1.640439258,-1.575736151,1.66674315
2003-01-11,-1.267973567,-0.09505943356,-1.437489505,2.114545028,1.952539646,0.09361289602,1.565181847,1.727428615,1.686978302,1.612552744,-1.66560464,-1.587250332,1.648365358
2003-01-21,-1.334146353,-0.2595881052,-1.457594413,2.067362218,1.885388807,-0.04207116716,1.518929985,1.696660863,1.670707061,1.549000135,-1.690689396,-1.596012844,1.629987565
2003-02-01,-1.408167473,-0.4327012807,-1.47875099,2.015022905,1.818058988,-0.1854710382,1.472678123,1.665807609,1.654435819,1.484850644,-1.715854778,-1.607568667,1.611609773
2003-02-11,-1.464346767,-0.5844618093,-1.498146806,1.977976612,1.755171894,-0.3162438338,1.426426421,1.634954356,1.638209535,1.423446397,-1.739830842,-1.613810234,1.593231981
2003-02-21,-1.52252373,-0.7294085395,-1.514460291,1.970375537,1.700327617,-0.4594844871,1.380281438,1.604101102,1.622013679,1.359296906,-1.764996224,-1.624013287,1.574870054
2003-03-01,-1.574729505,-0.8735398748,-1.52823121,1.952875324,1.63974733,-0.593925769,1.334029576,1.573247848,1.605746868,1.295147415,-1.790161606,-1.631346174,1.556492261
2003-03-11,-1.627443049,-1.016306368,-1.540394732,1.921117744,1.587238896,-0.7296678628,1.287777713,1.542723175,1.589714642,1.231034966,-1.814151659,-1.638398729,1.538114469
2003-03-21,-1.670989402,-1.142134365,-1.547979495,1.903833256,1.53618795,-0.8559909101,1.241525851,1.51272718,1.573482332,1.166980044,-1.83758415,-1.641670357,1.519736677
2003-04-01,-1.685424981,-1.178117773,-1.549149316,1.87045343,1.502784561,-0.7915618163,1.219608267,1.490346614,1.560620139,1.159755736,-1.831574607,-1.634310391,1.504648506
2003-04-11,-1.694400864,-1.177926998,-1.520347528,1.903557139,1.483519168,-0.7206700774,1.189279308,1.470500166,1.546887789,1.152833322,-1.840684661,-1.624699886,1.48777651
2003-04-21,-1.711811627,-1.19715381,-1.499836635,1.93146918,1.462267971,-0.6797237687,1.154908755,1.44956625,1.533474407,1.124019957,-1.852509644,-1.616823076,1.472399583
2003-05-01,-1.727784572,-1.20605317,-1.484064679,1.95175607,1.463326779,-0.6525722421,1.126240265,1.436597091,1.522417322,1.109129456,-1.866327014,-1.609337204,1.457376784
2003-05-11,-1.727264773,-1.194150712,-1.485073369,1.947750319,1.473396655,-0.6533370458,1.138179744,1.423903317,1.515721487,1.102204511,-1.851609407,-1.605033689,1.447121327
2003-05-21,-1.655952746,-1.063646781,-1.477527916,1.939609937,1.521871476,-0.5530336482,1.199411061,1.433502296,1.526094708,1.136809554,-1.814554333,-1.590008511,1.45521848
2003-06-01,-1.580968708,-0.913447822,-1.456495415,1.959836458,1.573798997,-0.4506651718,1.245610327,1.451189933,1.530683417,1.177777212,-1.776943441,-1.572243258,1.467733212
2003-06-11,-1.521320462,-0.7935410192,-1.441568759,1.960792095,1.598853513,-0.3526370263,1.285665763,1.480140551,1.531868723,1.256949506,-1.745653269,-1.556840157,1.483242296
2003-06-21,-1.440363377,-0.6081197915,-1.411675824,1.981901535,1.643576127,-0.1614865557,1.342995492,1.5044339,1.536001639,1.326918926,-1.701550239,-1.532227888,1.492947975
2003-07-01,-1.366849718,-0.461571943,-1.401513821,2.007248914,1.714365816,-0.09393579891,1.374499096,1.523832729,1.55947078,1.371648102,-1.676456483,-1.523491382,1.506329277
2003-07-11,-1.295757854,-0.3114880451,-1.390048639,2.010304996,1.72596377,0.02135016563,1.430956721,1.541438676,1.564639785,1.475288268,-1.625049136,-1.503097576,1.518250435
2003-07-21,-1.206256955,-0.08043990219,-1.364451288,2.046601779,1.811716316,0.2598532183,1.491566183,1.594466369,1.576103996,1.594766953,-1.579289721,-1.485884708,1.552381449
2003-08-01,-1.104532892,0.1054963796,-1.362970552,2.059750383,1.876706541,0.3959191874,1.548480848,1.648326168,1.589687359,1.697113864,-1.533369987,-1.470439948,1.577739516
2003-08-11,-1.005668109,0.3675311258,-1.33085223,2.137182172,1.976384604,0.6380704328,1.641984304,1.677855426,1.601918666,1.810639494,-1.474286171,-1.454634077,1.587272515
2003-08-21,-0.9104113822,0.57742998,-1.306524204,2.187983523,2.049409872,0.7939825386,1.69733674,1.712601745,1.620116886,1.852986591,-1.426908286,-1.438602713,1.604418032
2003-09-01,-0.8381686208,0.765747737,-1.283557218,2.222043185,2.13321969,0.93398791,1.750030848,1.750716439,1.630704,1.926996211,-1.393403588,-1.423115111,1.624231828
2003-09-11,-0.7929821086,0.8487367599,-1.281022894,2.208137253,2.146916051,1.027964414,1.783059781,1.770467466,1.632605022,1.968623865,-1.362148586,-1.413204814,1.641418943
2003-09-21,-0.7335840212,0.9345632529,-1.280634522,2.182342306,2.163138826,1.063841173,1.823124949,1.795456333,1.640043446,2.009142581,-1.328912865,-1.402634853,1.651430342
2003-10-01,-0.674931165,1.040508555,-1.261966104,2.15354544,2.178321624,1.176944036,1.847270336,1.806248509,1.645753515,2.05702913,-1.294026245,-1.384648328,1.654266245
2003-10-11,-0.6116220159,1.175256913,-1.229936968,2.175678778,2.235485946,1.268745564,1.838111822,1.817648335,1.656156474,2.059074012,-1.27194792,-1.364600406,1.650082032
2003-10-21,-0.6136026765,1.14551679,-1.224533781,2.150058534,2.218138777,1.249465703,1.802578496,1.824809972,1.651056954,2.059924779,-1.28131696,-1.36077259,1.646792705
2003-11-01,-0.6047838315,1.187317996,-1.199146078,2.169696404,2.238388161,1.240145081,1.787748858,1.813755145,1.645642157,2.047734743,-1.265230016,-1.354532298,1.641113779
2003-11-11,-0.6670733246,1.03600765,-1.212718479,2.142340736,2.183851754,1.098481132,1.741496996,1.782901891,1.629412372,1.983585252,-1.290395398,-1.36509769,1.622735987
2003-11-21,-0.7061150013,0.9298490932,-1.209659094,2.16106955,2.142459732,0.9609900723,1.695245134,1.752048637,1.613238124,1.919435761,-1.315550247,-1.369222986,1.604358195
2003-12-01,-0.7707907667,0.7721196097,-1.230310838,2.137815511,2.083641164,0.8176196263,1.648993272,1.721195384,1.59696706,1.85528627,-1.340715629,-1.380770037,1.585980402
2003-12-11,-0.8357733645,0.6014637445,-1.250648498,2.0861234,2.016680149,0.6746482152,1.60274141,1.69034213,1.580697337,1.791136779,-1.365845481,-1.391509094,1.56760261
2003-12-21,-0.9063744816,0.4289423255,-1.271628412,2.03404751,1.94935892,0.5312483441,1.556489548,1.659488876,1.564426095,1.726987288,-1.391010863,-1.402854761,1.549224818
2004-01-01,-0.9708811271,0.2619768151,-1.288214566,1.983434835,1.882385054,0.3879266387,1.510245141,1.628635622,1.548155147,1.662846766,-1.416141546,-1.412915785,1.530858081
2004-01-11,-1.04238125,0.09479671678,-1.308343114,1.940635589,1.818111704,0.2472533464,1.463993279,1.597804992,1.531883905,1.598698272,-1.441306928,-1.424429854,1.512480289
2004-01-21,-1.106350105,-0.05508692401,-1.323321746,1.912998402,1.760282492,0.1155846038,1.417741417,1.567019815,1.515613209,1.534823178,-1.466427172,-1.433342145,1.494108331
2004-02-01,-1.180611339,-0.2282000996,-1.344478323,1.860659089,1.692952673,-0.02781526727,1.371489555,1.536166562,1.499341967,1.470673687,-1.491592554,-1.444897967,1.475730539
2004-02-11,-1.251258626,-0.3995352203,-1.365634901,1.811375712,1.626396135,-0.1712151383,1.325237693,1.505313308,1.483070725,1.406524196,-1.516757936,-1.456309762,1.457352747
2004-02-21,-1.317404023,-0.562537586,-1.384076981,1.759045307,1.563874633,-0.3059148278,1.278985831,1.474467194,1.466799483,1.342390184,-1.541923318,-1.464844534,1.438974954
2004-03-01,-1.372793536,-0.6952235842,-1.392968683,1.717118059,1.499930611,-0.4436238613,1.234896144,1.44361394,1.450528523,1.279075805,-1.559401466,-1.465737685,1.420597162
2004-03-11,-1.446007011,-0.8671522621,-1.413177791,1.665867647,1.433127959,-0.5870237324,1.188644282,1.412760687,1.434257281,1.214926314,-1.584566848,-1.477290814,1.40221937
2004-03-21,-1.501257249,-1.005904663,-1.423436919,1.629478969,1.377539839,-0.7215584849,1.142515089,1.388198383,1.42164604,1.159524322,-1.609572855,-1.484721077,1.384673666
2004-04-01,-1.498319104,-0.9803389399,-1.393388986,1.66215864,1.381866117,-0.6138329082,1.109096079,1.381039157,1.41195733,1.164852673,-1.617085279,-1.476307309,1.370469516
2004-04-11,-1.530766657,-1.053798702,-1.389402965,1.680923451,1.360201708,-0.6515340029,1.064163406,1.356022678,1.399471168,1.113949872,-1.63997811,-1.478654883,1.353472021
2004-04-21,-1.525169207,-1.045313389,-1.374647601,1.678824647,1.35381685,-0.6208863774,1.054632249,1.342606309,1.389387618,1.108806348,-1.634139793,-1.469163337,1.343190573
2004-05-01,-1.534950754,-1.065704404,-1.372726143,1.690977386,1.343634887,-0.632495113,1.038348469,1.32258351,1.380953778,1.075559264,-1.636680082,-1.464106707,1.331662918
2004-05-11,-1.510028971,-1.012983584,-1.365655507,1.670729686,1.359528378,-0.5764759923,1.067943225,1.317807699,1.381381661,1.098071265,-1.615429434,-1.455576969,1.331695073
2004-05-21,-1.497938557,-0.993614276,-1.361038939,1.650476952,1.346819474,-0.5459655874,1.079340434,1.308936789,1.380449995,1.108986391,-1.600264297,-1.447875788,1.328625052
2004-06-01,-1.468395945,-0.9613304028,-1.356282608,1.613629069,1.342352318,-0.5212409279,1.093701451,1.321483013,1.381324821,1.10251361,-1.587435209,-1.435320216,1.336339113
2004-06-11,-1.421600647,-0.8494249968,-1.343246635,1.613089043,1.373468786,-0.4181355482,1.120216261,1.351441679,1.377512193,1.17941505,-1.552044297,-1.421786972,1.342046593
2004-06-21,-1.376372844,-0.7733611047,-1.329750342,1.575925837,1.377281696,-0.3774183967,1.157203949,1.383652916,1.383180769,1.233782886,-1.522084352,-1.41352236,1.34484062
2004-07-01,-1.296757932,-0.6443587062,-1.331522787,1.553879887,1.361109611,-0.292616254,1.22383766,1.390776976,1.401449474,1.297680521,-1.460343397,-1.397449493,1.356975857
2004-07-11,-1.211520231,-0.4756802564,-1.303511516,1.579512217,1.40344526,-0.2131594776,1.296470047,1.407794597,1.416920829,1.359803681,-1.413802851,-1.38546077,1.36503325
2004-07-21,-1.113217913,-0.2653911455,-1.273216445,1.652120769,1.497163303,-0.1110081496,1.351099846,1.42914634,1.432010903,1.410432727,-1.369027861,-1.372421378,1.371379455
2004-08-01,-1.046684661,-0.08322288653,-1.258746687,1.671438623,1.604264597,0.09098554082,1.435335754,1.46873119,1.446677577,1.476284185,-1.338700928,-1.367492976,1.393438955
2004-08-11,-0.9781883417,0.08314912746,-1.240854093,1.69666263,1.665792674,0.2310303465,1.47430726,1.500034812,1.458104713,1.555701881,-1.301790453,-1.355383871,1.418213401
2004-08-21,-0.9038544442,0.2216241636,-1.22318568,1.6900611,1.704476079,0.3623771146,1.544353333,1.514750673,1.473868201,1.604297275,-1.266954377,-1.344532124,1.437186131
2004-09-01,-0.8373783367,0.3799170952,-1.216369985,1.723941576,1.760753078,0.4676373105,1.599426514,1.556224637,1.483247293,1.703505681,-1.235692799,-1.332520186,1.456745005
2004-09-11,-0.797466168,0.4398188366,-1.21067053,1.706934102,1.771379567,0.5236963748,1.622003236,1.559712474,1.482808226,1.745259762,-1.209833417,-1.323420839,1.460214166
2004-09-21,-0.7328385153,0.5945335753,-1.192451138,1.745159618,1.833592247,0.6340206915,1.674904759,1.583777623,1.486160571,1.795123389,-1.178203086,-1.308063472,1.47852387
2004-10-01,-0.7029183178,0.6174782672,-1.190680987,1.704339447,1.810145145,0.6360670367,1.68440791,1.583308941,1.486025119,1.813855012,-1.156102192,-1.295767911,1.478489816
2004-10-11,-0.692759827,0.6007876809,-1.179300456,1.686141607,1.793637082,0.5862563922,1.682561153,1.568325449,1.484027171,1.790839214,-1.160068264,-1.289338659,1.473033292
2004-10-21,-0.6457260469,0.7102146738,-1.152789285,1.679207985,1.80005726,0.598997101,1.737355601,1.567904152,1.484704506,1.796625744,-1.109562736,-1.273304703,1.491118468
2004-11-01,-0.6645573184,0.6509288182,-1.150917267,1.665985795,1.776302371,0.5054670264,1.707936139,1.547953033,1.47386532,1.762325943,-1.116732709,-1.271196666,1.47579759
2004-11-11,-0.6899580815,0.5797348475,-1.143659603,1.641068518,1.750798678,0.4208760239,1.672588418,1.517676992,1.458140524,1.706499052,-1.125306639,-1.266157019,1.457419798
2004-11-21,-0.7439160533,0.4580943191,-1.149951112,1.664898125,1.70327278,0.2875608396,1.626336556,1.486854431,1.442403281,1.642349561,-1.150472021,-1.27579742,1.439042006
2004-12-01,-0.8150994656,0.288069458,-1.169960869,1.613586211,1.638578976,0.1444969288,1.580084694,1.456001177,1.42613665,1.57820007,-1.175637403,-1.28694538,1.420664214
2004-12-11,-0.884686885,0.1200705276,-1.189986074,1.567483475,1.57489025,0.0010970577,1.533832832,1.425147923,1.409880254,1.514050579,-1.200802785,-1.298304267,1.402286421
2004-12-21,-0.9529778075,-0.04022493005,-1.210274686,1.543123355,1.510814682,-0.1423028134,1.48758097,1.39429467,1.393632326,1.449901088,-1.225968167,-1.309754566,1.383908629
2005-01-01,-1.0272856,-0.2133381056,-1.231431263,1.490784043,1.443484863,-0.2857026844,1.441329108,1.363441416,1.377361084,1.385751597,-1.251133549,-1.321310389,1.365530837
2005-01-11,-1.101352185,-0.3862548949,-1.25258784,1.43844473,1.376155044,-0.4291025555,1.395077246,1.332588162,1.361089842,1.321602106,-1.276298931,-1.332760073,1.347153045
2005-01-21,-1.172539721,-0.5535812232,-1.273338121,1.393845685,1.313655623,-0.5724931669,1.348883722,1.301746977,1.344823513,1.257623325,-1.301216111,-1.34430436,1.328777393
2005-02-01,-1.24536971,-0.7241617964,-1.29180589,1.34186431,1.246357165,-0.715893038,1.30263186,1.270893724,1.328552271,1.193473834,-1.326381493,-1.355372231,1.310399601
2005-02-11,-1.31570869,-0.8914084875,-1.312835396,1.297907074,1.180444916,-0.8592850529,1.256379998,1.24004047,1.312281029,1.129324343,-1.351546875,-1.36587951,1.292021808
2005-02-21,-1.368569986,-1.030776621,-1.32343348,1.259184081,1.115349427,-0.9889955924,1.210218155,1.209187216,1.296009787,1.065564301,-1.372981675,-1.368283325,1.273644016
2005-03-01,-1.423061111,-1.176424414,-1.332536423,1.229186139,1.049937305,-1.131887389,1.163966293,1.178333963,1.279738545,1.00141481,-1.395585607,-1.375012439,1.255266224
2005-03-11,-1.460487697,-1.284459668,-1.340260891,1.221779002,1.002725014,-1.239858376,1.12654863,1.147564235,1.264193026,0.9390852099,-1.412380227,-1.377252905,1.236889383
2005-03-21,-1.517177363,-1.434375242,-1.355287083,1.196315212,0.9489465255,-1.38190976,1.080296768,1.11737511,1.247922051,0.874935719,-1.437545609,-1.387296652,1.21851159
2005-04-01,-1.559945617,-1.555940629,-1.361436481,1.164567457,0.8893574267,-1.499984508,1.035234157,1.087224671,1.231724833,0.8205727122,-1.458358278,-1.386161655,1.20019904
2005-04-11,-1.582506811,-1.624107953,-1.358107877,1.139710254,0.8442780194,-1.484323239,0.9919820329,1.061428451,1.216167134,0.7774908026,-1.4716169,-1.376150975,1.181867439
2005-04-21,-1.576382365,-1.605526441,-1.346251864,1.137339391,0.8314279439,-1.418286991,0.9752095408,1.049631311,1.206946156,0.7865172018,-1.467691863,-1.360067742,1.167359356
2005-05-01,-1.561825896,-1.55319678,-1.326192412,1.186570019,0.8436231332,-1.347365838,0.9743555431,1.038086085,1.20133575,0.7767831419,-1.463942947,-1.348372319,1.157680134
2005-05-11,-1.546057907,-1.481899337,-1.305333226,1.185565037,0.8675847052,-1.181487682,0.9628666675,1.046703099,1.197345534,0.8026425409,-1.46343054,-1.328273709,1.1471004
2005-05-21,-1.497432392,-1.388571203,-1.295975354,1.216470896,0.9325378099,-1.125204508,0.9637242661,1.05354473,1.206948648,0.8054790768,-1.454595203,-1.318937372,1.143376431
2005-06-01,-1.439391413,-1.25871581,-1.274666928,1.18254536,0.9465012211,-0.9947111734,1.034022264,1.081243449,1.208011889,0.8946726002,-1.409407318,-1.3024645,1.161618215
2005-06-11,-1.402085102,-1.175930642,-1.261003326,1.164184925,0.9549825952,-0.9038710575,1.064369175,1.107834253,1.205721211,0.9518971808,-1.381415097,-1.290615519,1.173571237
2005-06-21,-1.333938289,-1.035296452,-1.241038246,1.156706463,0.986529072,-0.8042596797,1.109975959,1.135182623,1.213000302,1.01742827,-1.342086004,-1.27314139,1.188889585
2005-07-01,-1.247066844,-0.8802881644,-1.206483737,1.159400983,1.047366306,-0.6581988612,1.139072965,1.161378673,1.222596983,1.071359315,-1.312862254,-1.256553447,1.191864784
2005-07-11,-1.188445503,-0.7447337971,-1.205422946,1.160197886,1.09434362,-0.5383117615,1.197767745,1.184128913,1.243478213,1.148988073,-1.277952841,-1.251030836,1.201899301
2005-07-21,-1.085255942,-0.4972705839,-1.171122368,1.189503539,1.17829404,-0.2945528121,1.254919877,1.22682169,1.254330314,1.253931071,-1.216932634,-1.228842586,1.220268272
2005-08-01,-1.004881416,-0.3729918434,-1.168504438,1.18281527,1.184768648,-0.2669527667,1.307927527,1.242913297,1.266493495,1.29871052,-1.161493174,-1.214792384,1.237794458
2005-08-11,-0.8687874598,-0.08409941424,-1.138079447,1.230689884,1.279734173,-0.06849539216,1.394467761,1.298337074,1.290578291,1.40903913,-1.102193035,-1.18890778,1.272491282
2005-08-21,-0.7581421426,0.1619808141,-1.126725893,1.250244344,1.370659528,0.1270469589,1.502016613,1.361244914,1.313137453,1.537819393,-1.047567094,-1.17521314,1.311533847
2005-09-01,-0.7160860331,0.2574708342,-1.110082083,1.268248266,1.416551702,0.2401647463,1.49766734,1.373231459,1.322511314,1.553504713,-1.033966854,-1.166129943,1.316008442
2005-09-11,-0.6700538698,0.376635964,-1.093223716,1.278049705,1.465318915,0.3417656898,1.512302486,1.395170622,1.326489859,1.609217164,-1.009736401,-1.151266895,1.316579878
2005-09-21,-0.6327833681,0.438579137,-1.099041397,1.273078323,1.493276704,0.3890534676,1.527724013,1.418610984,1.322865394,1.64134041,-0.9867873065,-1.143113766,1.32674141
2005-10-01,-0.6281949989,0.4476753043,-1.085748772,1.245251554,1.485937477,0.4108942785,1.526413554,1.421385472,1.323418718,1.6441335,-0.9812306543,-1.139272137,1.325663226
2005-10-11,-0.5711083451,0.5695971225,-1.065487134,1.276773903,1.527614861,0.4722174738,1.529526991,1.420733158,1.332568907,1.657589778,-0.9559226958,-1.121318568,1.336522796
2005-10-21,-0.5601498147,0.5775902919,-1.04884088,1.271248499,1.544842339,0.4449557045,1.498230425,1.409942239,1.328874333,1.619452085,-0.9615643244,-1.109941307,1.328619084
2005-11-01,-0.6198095401,0.435422561,-1.056393536,1.250439883,1.488608892,0.3061188563,1.451978563,1.379088985,1.312788087,1.555302594,-0.9867297063,-1.118455051,1.310241292
2005-11-11,-0.6860436105,0.2768973566,-1.071942708,1.210848758,1.431801661,0.1629065531,1.405726701,1.348235731,1.296521896,1.491153103,-1.011895088,-1.12915714,1.2918635
2005-11-21,-0.7522347679,0.1104699601,-1.092585628,1.162547307,1.364998718,0.02119866147,1.359474839,1.317382477,1.280394075,1.427010127,-1.036874143,-1.138479967,1.273485708
2005-12-01,-0.8165802565,-0.05018421952,-1.10963318,1.113517609,1.300062414,-0.1178465531,1.313222977,1.286529224,1.264122833,1.363132163,-1.062030064,-1.146025762,1.255107915
2005-12-11,-0.8869497536,-0.2225009303,-1.130738475,1.061187311,1.232972863,-0.2608814641,1.266971115,1.25567597,1.247851693,1.298982672,-1.087195446,-1.157247641,1.236730123
2005-12-21,-0.9589032348,-0.3955425697,-1.151787055,1.008847999,1.165646376,-0.4042039,1.220719253,1.224822716,1.231580452,1.234833181,-1.112360828,-1.168801383,1.218352331
2006-01-01,-1.025982288,-0.5680205265,-1.172855948,0.9571157989,1.098363632,-0.5476037711,1.174467391,1.194010222,1.21530921,1.170690944,-1.13752621,-1.180185737,1.199993644
2006-01-11,-1.096616721,-0.7382937433,-1.192905107,0.9067116729,1.033236851,-0.6910036421,1.128215529,1.163156969,1.199038079,1.106541453,-1.162691592,-1.19150903,1.181615852
2006-01-21,-1.168806283,-0.9113893079,-1.21403119,0.8543723603,0.965907032,-0.8344035132,1.081963667,1.132303715,1.182766837,1.042391962,-1.187856973,-1.203064475,1.16323806
2006-02-01,-1.236492729,-1.083071403,-1.235140796,0.8020330476,0.8994413077,-0.9773492069,1.035753604,1.101450461,1.166496872,0.978242474,-1.212999337,-1.21413018,1.14493115
2006-02-11,-1.309889542,-1.254763508,-1.256293826,0.7527595255,0.8326238689,-1.120745396,0.9895017419,1.070597563,1.15022563,0.9140947126,-1.238164718,-1.225679797,1.126553358
2006-02-21,-1.377149257,-1.420457098,-1.273368587,0.7099288218,0.7661553781,-1.264145267,0.9432498798,1.039744309,1.133954388,0.8499452216,-1.2633301,-1.236590776,1.108175566
2006-03-01,-1.418219353,-1.530485165,-1.280567665,0.7130196358,0.7251818672,-1.359643897,0.8974116916,1.01043204,1.117720186,0.7877570343,-1.28838311,-1.239074544,1.090270367
2006-03-11,-1.465246771,-1.670534476,-1.288001602,0.6741786182,0.6849412237,-1.48047303,0.8511598296,0.9800838059,1.101551381,0.7236694453,-1.313548492,-1.24785307,1.071978431
2006-03-21,-1.507794091,-1.776496933,-1.294150237,0.646893329,0.6236127504,-1.539397992,0.8052221862,0.9522809126,1.085317712,0.6799378442,-1.329818705,-1.244826834,1.053600639
2006-04-01,-1.563874904,-1.916241062,-1.302781894,0.6278485719,0.565678569,-1.666156649,0.7589703241,0.9214276589,1.0693108,0.6157883532,-1.354982534,-1.252203109,1.035222847
2006-04-11,-1.601501873,-2.009033429,-1.294756764,0.6255729811,0.5199174724,-1.716697713,0.7127184621,0.8911424323,1.053298518,0.5525325619,-1.378970801,-1.249812513,1.016845054
2006-04-21,-1.620845171,-2.06422686,-1.297628983,0.6283710209,0.491055186,-1.731485421,0.6708551059,0.8671446984,1.038083521,0.5195762488,-1.388404576,-1.243120891,0.9985774715
2006-05-01,-1.564676513,-1.927571076,-1.272527241,0.6681208602,0.5368742378,-1.602098952,0.694967069,0.8806792862,1.040206501,0.5716277175,-1.36606405,-1.22493756,1.002726353
2006-05-11,-1.486856365,-1.720566765,-1.238371936,0.747773577,0.6119844182,-1.452590683,0.752996129,0.9055599139,1.051710669,0.6430758038,-1.334422179,-1.206630745,1.009968582
2006-05-21,-1.45018014,-1.616749306,-1.217389118,0.7672328391,0.6557593775,-1.30748839,0.76977662,0.918143078,1.05199216,0.684440339,-1.324290969,-1.190976271,1.007852953
2006-06-01,-1.425956113,-1.557410195,-1.211760909,0.7340583169,0.6709485674,-1.208304134,0.7757153892,0.9367740082,1.055592446,0.719778468,-1.311850212,-1.178317538,1.013621281
2006-06-11,-1.36316841,-1.429486671,-1.185002545,0.7442271751,0.7107839711,-1.099941648,0.8053863699,0.9591078278,1.061523102,0.7608325003,-1.283262246,-1.164649096,1.025261635
2006-06-21,-1.310402242,-1.262051475,-1.167330954,0.7885816762,0.7638080258,-0.9466760562,0.859412661,0.9928596138,1.066701175,0.8325391372,-1.251193501,-1.147418239,1.037440047
2006-07-01,-1.267478283,-1.141275209,-1.158331006,0.8204697547,0.8241142551,-0.8051692658,0.8946418097,1.00740561,1.080500423,0.8802315401,-1.233222555,-1.1423936,1.039795934
2006-07-11,-1.21039085,-1.069834918,-1.160769803,0.7900301944,0.8223713053,-0.7722811308,0.9392255552,1.017770056,1.084701534,0.9154192309,-1.18706824,-1.135146536,1.051472325
2006-07-21,-1.124201809,-0.8880190485,-1.145636875,0.8227834129,0.879731871,-0.6808681455,0.9967119282,1.037381379,1.10554299,0.9712975513,-1.138531061,-1.122111522,1.067526289
